,authors,by_statement,contributions,contributors,copyright_date,coverimage,covers,create,created.type,created.value,description,description.type,description.value,dewey_decimal_class,edition_name,first_sentence,first_sentence.type,first_sentence.value,full_title,genres,ia_box_id,ia_loaded_id,identifiers.goodreads,identifiers.google,identifiers.librarything,isbn_10,isbn_13,isbn_invalid,key,languages,last_modified.type,last_modified.value,latest_revision,lc_classifications,lccn,links,location,notes,notes.type,notes.value,number_of_pages,ocaid,oclc_number,oclc_numbers,other_titles,pagination,physical_dimensions,physical_format,publish_country,publish_date,publish_places,publishers,revision,series,source_records,subject_place,subject_places,subject_time,subjects,subtitle,table_of_contents,title,title_prefix,type.key,uri_descriptions,uris,url,weight,work_title,work_titles,works
0,[{'key': '/authors/OL2744883A'}],Andy Hamilton and AlistairBeaton.,"['Beaton, Alistair.']",,,,,,/type/datetime,2008-10-06T14:04:18.905608,,,,['823.914'],Large Print ed.,,,,,,,,['1692917'],,['122127'],['0745129420'],,,/books/OL17853369M,[{'key': '/languages/eng'}],/type/datetime,2010-08-18T08:18:04.069385,4,,,,,,/type/text,"Originally published: London : Little, Brown, 1994.",413.0,,,,,413p. ;,,,enk,1995,['Bath'],['Chivers'],4,,,,,,,,,Drop the dead donkey 2000,,/type/edition,,,,,,,[{'key': '/works/OL8246085W'}]
0,[{'key': '/authors/OL857719A'}],von Stefan Reichert.,,,,,,,,,,,,['831/.914'],,,,,,,,,['2112820'],,,['341602012X'],,,/books/OL1785930M,[{'key': '/languages/ger'}],/type/datetime,2010-04-16T03:59:59.281949,3,['PT2603.O13 Z87 1989'],['89180868'],,,,/type/text,"Includes bibliographical references (p. [353]-365).
Originally presented as the author's thesis (doctoral)--Universität Bonn, 1984.
Includes index.",375.0,,,,,375 p. ;,,,gw ,1989,['Bonn'],['Bouvier'],3,"['Literatur und Reflexion,', 'n.F., Bd. 2']",,,,,"['Bobrowski, Johannes, 1917-1965 -- Criticism and interpretation.']",Untersuchungen zur Lyrik Johannes Bobrowskis,,verschneite Wort,Das ,/type/edition,,,,,,,[{'key': '/works/OL4365639W'}]
0,[{'key': '/authors/OL894149A'}],selected and arranged by David Wagoner.,"['Wagoner, David.']",,,,,,/type/datetime,2008-10-06T16:24:25.344955,,,,['811/.54'],2nd ed.,,,,,"['Notebooks, sketchbooks, etc.']",,,['117528'],,['591531'],['1556592485'],['9781556592485'],,/books/OL17865287M,[{'key': '/languages/eng'}],/type/datetime,2011-01-04T20:57:51.507897,7,['PS3535.O39 S8 2006'],['2006019773'],,,,/type/text,"""A Lannan literary selection""--P. [4] of cover.",259.0,,['70167612'],,,"viii, 259 p. :",,,wau,2006,"['Port Townsend, Wash']",['Copper Canyon Press'],7,,"['marc:marc_loc_updates/v35.i14.records.utf8:8740735:993', 'marc:marc_loc_updates/v38.i15.records.utf8:4651429:1214']",,,,"['Roethke, Theodore, -- 1908-1963 -- Notebooks, sketchbooks, etc']","from the notebooks of Theodore Roethke, 1943-63",,Straw for the fire,,/type/edition,['Table of contents only'],['http://www.loc.gov/catdir/toc/ecip0615/2006019773.html'],['http://www.loc.gov/catdir/toc/ecip0615/2006019773.html'],,,,[{'key': '/works/OL4480709W'}]
0,[{'key': '/authors/OL41149A'}],Vince Flynn.,,,,,"[5386855, 4852956]",,/type/datetime,2008-10-06T16:28:27.996543,,,,['813/.54'],Center Point large print ed.,,,,,['Fiction.'],,,['26725'],,['1101604'],['1585479004'],['9781585479009'],,/books/OL17865764M,[{'key': '/languages/eng'}],/type/datetime,2010-08-18T08:23:51.740716,7,['PS3556.L94 A25 2007'],['2006025895'],,,,,,462.0,,,,,462 p. (large print) ;,,,meu,2007,"['Thorndike, Me']",['Center Point Pub.'],7,,,,,,"['Rapp, Mitch (Fictitious character) -- Fiction.', 'Intelligence officers -- Fiction.', 'Terrorism -- Prevention -- Fiction.', 'Presidential candidates -- Fiction.', 'Attempted assassination -- Fiction.', 'Large type books.', 'Washington (D.C.) -- Fiction.']",,,Act of treason,,/type/edition,,,,,,,[{'key': '/works/OL556733W'}]
0,[{'key': '/authors/OL1429339A'}],Laura Ruby.,,,,,,,/type/datetime,2008-10-06T17:22:03.009377,,/type/text,"Thirteen-year-old Georgie and Bug, a year older, have been pulled apart by the demands of their newfound fame and fortune, but join forces again when a punk, vampires, a giant sloth, and other creatures come after them on the streets of a New York City of the future.",['[Fic]'],1st ed.,,,,,['Fiction.'],,,"['169827', '7017424']",,['2665849'],,"['9780060752583', '9780060752590']",,/books/OL17870418M,[{'key': '/languages/eng'}],/type/datetime,2010-08-18T08:25:38.507239,5,['PZ7.R83138 Cha 2007'],['2007008621'],,,,,,,,,,,p. cm.,,,nyu,2007,"['New York, NY']",['Eos'],5,,"['marc:marc_loc_updates/v35.i14.records.utf8:12941542:1096', 'marc:marc_loc_updates/v37.i22.records.utf8:14074788:1362']",,,,"['Fame -- Fiction', 'Wealth -- Fiction', 'Supernatural -- Fiction', 'Books and reading -- Fiction', 'Cats -- Fiction', 'Flight -- Fiction', 'New York (N.Y.) -- Fiction']",,,chaos king,The ,/type/edition,,,,,,,[{'key': '/works/OL5830806W'}]
0,[{'key': '/authors/OL552529A'}],Ferrol Sams.,,,,,[7295057],,/type/datetime,2008-10-06T17:33:34.399930,,,,['813/.54'],1st ed.,,,,,['Fiction.'],,,['112272'],,['2596833'],['0881460729'],['9780881460728'],,/books/OL17871628M,[{'key': '/languages/eng'}],/type/datetime,2014-09-18T05:06:23.061481,7,['PS3569.A46656 D69 2007'],['2007012030'],,,,,,,downtownjournalo00sams,,['122337941'],,p. cm.,,,gau,2007,"['Macon, Ga']",['Mercer University Press'],7,,['ia:downtownjournalo00sams'],,,,"['City and town life -- Fiction.', 'Georgia -- Social life and customs -- Fiction.', 'Georgia -- History -- Fiction.']","the journal of James Aloysius Holcombe, Jr. for Ephraim Holcombe Mookinfoos",,Down town,,/type/edition,,,,,,,[{'key': '/works/OL3383079W'}]
0,,edited by Ann Squires.,"['Squires, Ann, 1943-']",,,,,,,,,,,['829/.1'],,,,,,,,,['2172054'],,,['0950598941'],,,/books/OL1787165M,[{'key': '/languages/ang'}],/type/datetime,2010-04-16T03:59:59.281949,2,['PR1752 .S65 1988'],['89182597'],,,,/type/text,"Includes bibliographical references (p. 31-34).
Old English (Anglo-Saxon) with commentary in English.",137.0,,,,,"ix, 137 p. ;",,,enk,1988,"['New Elvet, Durham, England']","['Durham Medieval Texts, School of English']",2,"['Durham medieval texts,', 'no. 5']",,,,,"['Exeter book.', 'Bestiaries.', 'Animals -- Folklore -- Poetry.', 'Didactic poetry, English (Old)', 'Animals -- Folklore -- Early works to 1800.', 'Middle Ages -- Folklore -- Poetry.']",,,Old English Physiologus,The ,/type/edition,,,,,['Physiologus. English (Old English)'],,
0,[{'key': '/authors/OL1388407A'}],Kristin Billerbeck.,,,,,,,/type/datetime,2008-10-06T19:38:34.309152,,,,['813/.54'],,,,,,['Fiction.'],,,['290145'],,['2924646'],['1591455081'],['9781591455080'],,/books/OL17883207M,[{'key': '/languages/eng'}],/type/datetime,2011-04-28T13:18:07.189234,7,['PS3602.I44 S65 2007'],['2007005263'],,,,,,,,,['82368038'],,p. cm.,,,tnu,2007,"['Nashville, Tenn']",['Thomas Nelson'],7,,,,,,['Hairdressing -- Fiction.'],,,Split ends,,/type/edition,['Publisher description'],['http://www.loc.gov/catdir/enhancements/fy0710/2007005263-d.html'],['http://www.loc.gov/catdir/enhancements/fy0710/2007005263-d.html'],,,,[{'key': '/works/OL5706446W'}]
0,[{'key': '/authors/OL100352A'}],Marne Kilates.,,,,,[4016489],,/type/datetime,2008-04-01T03:28:50.625462,,,,['821'],,,,,,,,,['1731229'],,,['9711015013'],,,/books/OL1788771M,[{'key': '/languages/eng'}],/type/datetime,2011-04-28T13:18:07.189234,5,['PR9550.9.K5 C45 1988'],['89184896'],,,,,,161.0,,,['20795085'],['Children of the snarl and other poems.'],161 p. ;,,,ph ,1988,"['Quezon City, Philippines']",['Aklat Peskador'],5,,,,,,,,,Children of the snarl & other poems,,/type/edition,,,,,,,[{'key': '/works/OL1032955W'}]
0,[{'key': '/authors/OL5038469A'}],Don Locke.,,,,,[7388176],,/type/datetime,2008-10-07T08:50:04.662351,,,,['813/.6'],,,,,,['Fiction.'],,,['2192014'],,['4290499'],['1600061524'],['9781600061523'],,/books/OL17892744M,[{'key': '/languages/eng'}],/type/datetime,2015-12-22T04:43:31.598521,11,['PS3612.O248 R45 2007'],['2007015857'],,,,,,,reluctantjourney00lock,,['123232441'],,p. cm.,,,cou,2007,"['Colorado Springs, Colo']",['NavPress'],11,,"['marc:marc_loc_updates/v35.i16.records.utf8:19796660:702', 'marc:marc_loc_updates/v35.i23.records.utf8:15477553:802', 'marc:marc_loc_updates/v36.i17.records.utf8:6818292:858', 'marc:marc_loc_updates/v36.i30.records.utf8:6250840:858', 'marc:marc_loc_updates/v37.i15.records.utf8:4224896:1079', 'ia:reluctantjourney00lock']",,,,"['Forgiveness -- Fiction', 'Self-realization -- Fiction']",a novel,,The reluctant journey of David Connors,,/type/edition,,,,,,,[{'key': '/works/OL11810876W'}]
0,[{'key': '/authors/OL859237A'}],by Yaacov Peterseil.,,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['[Fic]'],,,,,,,,,['4343290'],,['6856957'],['0943706076'],,,/books/OL1789615M,[{'key': '/languages/eng'}],/type/datetime,2011-04-28T13:18:07.189234,5,['PZ7.P44186 Gan 1988'],['89186066'],,,,,,184.0,,,['21673095'],,184 p. :,,,nyu,1988,"['Woodmere, N.Y']",['Simcha Pub.'],5,,,['Israel'],,,"['Mystery and detective stories.', 'Jews -- Fiction.', 'Israel -- Fiction.']",Kung-fooey to the rescue,,The Gang of Four,,/type/edition,,,,,,,[{'key': '/works/OL4370613W'}]
0,[{'key': '/authors/OL507165A'}],Shirley Jackson ; introduction by Laura Miller.,,,,,[7113546],,/type/datetime,2008-10-07T19:34:25.911673,,,,['813/.54'],,,,,,['Fiction.'],['IA178601'],['hauntingofhillho00jack_0'],['89717'],,['5466'],['0143039989'],['9780143039983'],,/books/OL17924250M,[{'key': '/languages/eng'}],/type/datetime,2012-05-06T15:01:01.849091,8,['PS3519.A392 H3 2006'],['2006050731'],,,,/type/text,"Originally published; Viking Press, 1959.

Includes bibliographical references.",182.0,hauntingofhillho00jack_0,"['71146627', '71146627']",,,"xxii, 182 p. ;",,,nyu,2006,['New York'],['Penguin Books'],8,['Penguin classics'],['ia:hauntingofhillho00jack_0'],,,,['Haunted houses -- Fiction.'],,,The haunting of Hill House,,/type/edition,"['Contributor biographical information', 'Publisher description']","['http://www.loc.gov/catdir/enhancements/fy0716/2006050731-b.html', 'http://www.loc.gov/catdir/enhancements/fy0716/2006050731-d.html']","['http://www.loc.gov/catdir/enhancements/fy0716/2006050731-b.html', 'http://www.loc.gov/catdir/enhancements/fy0716/2006050731-d.html']",,,,[{'key': '/works/OL3171088W'}]
0,,edited by Julia M. Wright.,"['Wright, Julia M.']",,,,,,/type/datetime,2008-10-07T21:10:18.702341,,,,['820.8/09417'],,,,,,['Literary collections.'],,,['2801529'],,['5113997'],,"['9781405145190', '9781405145206']",,/books/OL17928108M,[{'key': '/languages/eng'}],/type/datetime,2010-08-18T08:43:42.140100,6,['PR8843 .I75 2008'],['2007019833'],,,,/type/text,Includes bibliographical references and index.,,,,,,p. cm.,,,mau,2008,"['Malden, MA']",['Blackwell Pub.'],6,['Blackwell anthologies'],"['marc:marc_loc_updates/v35.i20.records.utf8:30790300:917', 'marc:marc_loc_updates/v35.i23.records.utf8:19233794:1017', 'marc:marc_loc_updates/v36.i09.records.utf8:9754731:1283', 'marc:marc_loc_updates/v36.i11.records.utf8:14319916:1283']",,,,"['English literature -- Irish authors', 'English literature -- 19th century', 'English literature -- 18th century', 'Ireland -- Literary collections']",an anthology,,"Irish literature, 1750-1900",,/type/edition,,,,,,,
0,[{'key': '/authors/OL2892012A'}],Liesel Litzenburger.,,,,,[6719854],,/type/datetime,2008-10-07T22:38:03.681185,,,,['813/.6'],1st ed.,,,,,['Fiction.'],['IA132522'],,['274807'],,['1485173'],,['9780307339553'],,/books/OL17930866M,[{'key': '/languages/eng'}],/type/datetime,2011-08-12T04:48:36.274905,8,['PS3612.I89 N69 2007'],['2006018593'],,,,,,210.0,nowyouloveme00litz,,,,210 p. ;,,,nyu,2007,['Three Rivers Press'],['New York'],8,,"['marc:marc_loc_updates/v35.i21.records.utf8:13937526:914', 'ia:nowyouloveme00litz']",,,,"['Single mothers -- Michigan -- Fiction', 'Love stories, American']",,"[{'title': ""Pictures from my father's trip"", 'type': {'key': '/type/toc_item'}}, {'title': 'The day before Easter', 'type': {'key': '/type/toc_item'}}, {'title': 'I have some friends', 'type': {'key': '/type/toc_item'}}, {'title': 'Porcupines', 'type': {'key': '/type/toc_item'}}, {'title': 'Now you love me', 'type': {'key': '/type/toc_item'}}, {'title': 'Surprise', 'type': {'key': '/type/toc_item'}}, {'title': 'This beautiful day', 'type': {'key': '/type/toc_item'}}, {'title': 'Fever', 'type': {'key': '/type/toc_item'}}, {'title': 'Light', 'type': {'key': '/type/toc_item'}}, {'title': 'Here we are.', 'type': {'key': '/type/toc_item'}}]",Now you love me,,/type/edition,['Table of contents only'],['http://www.loc.gov/catdir/toc/ecip0615/2006018593.html'],['http://www.loc.gov/catdir/toc/ecip0615/2006018593.html'],,,,[{'key': '/works/OL8604565W'}]
0,[{'key': '/authors/OL2748402A'}],by Max Brand.,,,,,,,/type/datetime,2008-10-07T23:43:32.730639,,,,['813/.52'],1st ed.,,,,,,,,['2782232'],,,['1594145628'],['9781594145629'],,/books/OL17932882M,[{'key': '/languages/eng'}],/type/datetime,2011-02-15T20:57:24.099075,7,['PS3511.A87 A6 2007'],['2007020547'],,,,/type/text,"""Five star western""--T.p. verso.

""Published in conjunction with Golden West Literary Agency""--T.p. verso.",,,,,,p. cm.,,,meu,2007,"['Waterville, Me']",['Five Star'],7,,"['marc:marc_loc_updates/v35.i21.records.utf8:20910543:872', 'marc:marc_loc_updates/v36.i04.records.utf8:16405167:875', 'marc:marc_loc_updates/v38.i02.records.utf8:7002534:875']",,,,,a western trio,"[{'title': 'The law dodger of Windy Creek', 'level': 0, 'type': {'key': '/type/toc_item'}}, {'title': 'Trail of the eagle', 'level': 0, 'type': {'key': '/type/toc_item'}}, {'title': 'Outlaws from afar.', 'level': 0, 'type': {'key': '/type/toc_item'}}]",Outlaws from afar,,/type/edition,,,,,,,[{'key': '/works/OL14848729W'}]
0,[{'key': '/authors/OL2821261A'}],Linda Buckley-Archer.,,,,,,,/type/datetime,2008-10-08T12:32:36.604083,,/type/text,"Ignored by his father and sent to Derbyshire for the weekend, twelve-year-old Peter and his new friend, Kate, are accidentally transported back in time to 1763 England where they are befriended by a reformed cutpurse.",['[Fic]'],1st U.S. ed.,,,,,['Fiction.'],,,['621687'],,['1239262'],['1416915257'],"['9781416915256', '9781416915256']",,/books/OL17941967M,[{'key': '/languages/eng'}],/type/datetime,2010-08-18T08:38:46.957041,11,['PZ7.B882338 Gid 2006'],['2006042204'],,,,/type/text,010 up.,404.0,,"['63473078', '63473078']",,,"ix, 404 p. ;",,,nyu,2006,['New York'],['Simon & Schuster Books for Young Readers'],11,,"['marc:marc_loc_updates/v35.i22.records.utf8:7379665:1529', 'marc:marc_loc_updates/v37.i05.records.utf8:5248479:1731', 'marc:marc_loc_updates/v36.i16.records.utf8:5021200:1613', 'marc:CollingswoodLibraryMarcDump10-27-2008/Collingswood.out:70595687:2705']",,,,"['Time travel -- Fiction', 'Robbers and outlaws -- Fiction', 'Fathers and sons -- Fiction', 'Great Britain -- History -- George III, 1760-1820 -- Fiction']",being the first part of the Gideon trilogy,,Gideon the cutpurse,,/type/edition,"['Publisher description', 'Table of contents', 'Sample text']","['http://www.loc.gov/catdir/enhancements/fy0640/2006042204-d.html', 'http://www.loc.gov/catdir/enhancements/fy0640/2006042204-t.html', 'http://www.loc.gov/catdir/enhancements/fy0640/2006042204-s.html']","['http://www.loc.gov/catdir/enhancements/fy0640/2006042204-d.html', 'http://www.loc.gov/catdir/enhancements/fy0640/2006042204-t.html', 'http://www.loc.gov/catdir/enhancements/fy0640/2006042204-s.html']",,,,[{'key': '/works/OL8455209W'}]
0,[{'key': '/authors/OL113611A'}],Jules Verne ; illustrations by Terry Gabbey.,"['Gabbey, Terry.']",,,,,,/type/datetime,2008-10-08T14:52:20.993963,,,,['843/.8'],,,,,,,,,['1157789'],,['3599321'],['8486478014'],,,/books/OL17947631M,[{'key': '/languages/spa'}],/type/datetime,2011-01-20T09:39:35.068163,27,,,,,,,,259.0,,,,,"259,(7)leaves of plates :",,,xxu,1980,['Bristol'],['Purnell'],27,['A Purnell de luxe classic'],,,,,,,,Round the world in eighty days,,/type/edition,,,,,,,[{'key': '/works/OL1099325W'}]
0,[{'key': '/authors/OL2839149A'}],Alex Carr.,,,,,,,/type/datetime,2008-10-08T20:38:03.735248,,,,['813/.54'],,,,,,['Fiction.'],,,['1758013'],,['4736865'],,['9780812977097'],,/books/OL17974729M,[{'key': '/languages/eng'}],/type/datetime,2011-04-28T13:18:07.189234,6,['PS3569.I42125 P75 2008'],['2007023203'],,,,/type/text,"""Mortalis.""",,,,['140108147'],,p. cm.,,,nyu,2008,['New York'],['Random House Trade Paperbacks'],6,,"['marc:marc_loc_updates/v35.i24.records.utf8:13461858:838', 'marc:marc_loc_updates/v36.i11.records.utf8:14487032:1240']",,,,"['Terrorists -- Fiction', 'Informers -- Fiction', 'Women intelligence officers -- Fiction', 'Madrid (Spain) -- Fiction', 'Casablanca (Morocco) -- Fiction']",a novel,,The Prince of Bagram Prison,,/type/edition,,,,,,,[{'key': '/works/OL8496841W'}]
0,[{'key': '/authors/OL44633A'}],"edited, with an introduction and notes, by Jonah Raskin.","['Raskin, Jonah, 1942-']",,,,,,/type/datetime,2008-10-08T20:40:30.390623,,,,['813/.52'],,,,,,,,,"['2715577', '2843036']",,['4750016'],,"['9780520255456', '9780520255463']",,/books/OL17974978M,[{'key': '/languages/eng'}],/type/datetime,2010-08-18T08:59:06.699722,9,['PS3523.O46 A6 2007'],['2007023289'],,,,/type/text,Includes bibliographical references (p.   ) and index.,,,,,,p. cm.,,,cau,2008,['Berkeley'],['University of California Press'],9,,"['marc:marc_loc_updates/v35.i24.records.utf8:13516174:799', 'marc:marc_loc_updates/v35.i26.records.utf8:12642603:899', 'marc:marc_loc_updates/v36.i25.records.utf8:10180667:907', 'marc:marc_loc_updates/v36.i43.records.utf8:4507983:907']",,,,,writings on war and revolution,,radical Jack London,The ,/type/edition,,,,,,['Selections.'],[{'key': '/works/OL144732W'}]
0,[{'key': '/authors/OL5384003A'}],Terry Shaw.,,,,,,,/type/datetime,2008-10-08T23:46:48.518787,,,,['813/.6'],,,,,,['Fiction.'],,,['1780858'],,['4892434'],,['9781416563129'],,/books/OL17993245M,[{'key': '/languages/eng'}],/type/datetime,2011-04-28T13:18:07.189234,8,['PS3619.H3946 W39 2007'],['2007025418'],,,,/type/text,"""A Touchstone Book.""",,,,['145147113'],,p. cm.,,,nyu,2007,['New York'],['Simon & Schuster'],8,,"['marc:marc_loc_updates/v35.i25.records.utf8:14141164:756', 'marc:marc_loc_updates/v36.i10.records.utf8:27592881:953', 'marc:marc_loc_updates/v36.i11.records.utf8:14608627:1149', 'marc:marc_loc_updates/v38.i10.records.utf8:5464021:1149']",,,,"['Fathers and sons -- Fiction', 'Politicians -- Crimes against -- Fiction', 'Murder -- Fiction', 'Maine -- Fiction']",,,The way life should be,,/type/edition,,,,,,,[{'key': '/works/OL12299022W'}]
0,[{'key': '/authors/OL2628500A'}],Jon Manchip White.,,,,,,,/type/datetime,2008-10-09T00:50:53.031213,,,,['823/.914'],,,,,,['Biographical fiction'],,,"['933006', '1513723']",,['3012661'],"['0916078736', '0916078744']","['9780916078737', '9780916078744']",,/books/OL17999074M,[{'key': '/languages/eng'}],/type/datetime,2010-08-18T08:51:22.740803,7,['PR6073.H499 S66 2006'],['2006013730'],,,,,,234.0,,,,,234 p.,,,tnu,2006,"['Oak Ridge, TN']",['Iris Press'],7,,,,,,"['Goya, Francisco, -- 1746-1828 -- Fiction.', 'Alba, María del Pilar Teresa Cayetana de Silva Alvarez de Toledo, -- duquesa de, -- 1762-1802 -- Fiction.']",Goya and the Duchess of Alba at Sanlúcar,"[{'class': 'section', 'type': {'key': '/type/toc_item'}}]",Solo Goya,,/type/edition,,,,,,,[{'key': '/works/OL2041759W'}]
0,[{'key': '/authors/OL1606153A'}],Lynn M. Turner.,,,,,,,/type/datetime,2008-10-09T02:24:09.076234,,,,['813/.54'],,,,,,['Fiction.'],,,['1754684'],,,,['9781602850804'],,/books/OL18004623M,[{'key': '/languages/eng'}],/type/datetime,2010-04-16T13:27:43.566727,4,['PR9199.3.T837 A35 2007b'],['2007026142'],,,,,,,,,,,p. cm.,,,meu,2007,"['Thorndike, Me']",['Center Point Pub.'],4,,"['marc:marc_loc_updates/v35.i26.records.utf8:13796929:893', 'marc:marc_loc_updates/v36.i02.records.utf8:9021846:901']",,,,"['Widows -- Fiction', 'Shipping -- Fiction', 'Smuggling -- Fiction', 'Prisoners -- Fiction', 'Large type books', 'Nova Scotia -- History -- 1713-1763 -- Fiction', 'Louisbourg (N.S.) -- Fiction']",,,"Adieu, my love",,/type/edition,,,,,,,[{'key': '/works/OL6219026W'}]
0,[{'key': '/authors/OL864996A'}],Vitautas Sirios-Gira ; perevod s litovskogo B. Balashi͡a︡vichi͡u︡sa.,,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['891/.9233'],Literaturno-khudozh. izd.,,,,,,,,['6371788'],,,['5415003606'],,,/books/OL1803847M,[{'key': '/languages/rus'}],/type/datetime,2011-12-29T05:55:28.403804,5,,['89209443'],,,,/type/text,Translation of: Kanarėlės.,386.0,,,['20857005'],,386 p. ;,,,lir,1989,['Vilʹni͡u︡s'],['Vaga'],5,,['marc:marc_loc_updates/v39.i52.records.utf8:43599325:673'],,,,,roman,,Kanareĭki,,/type/edition,,,,,['Kanarėlės.'],,[{'key': '/works/OL4388925W'}]
0,[{'key': '/authors/OL841402A'}],Jean Webster.,,,,,,,/type/datetime,2008-10-09T18:13:06.838130,,,,['823/.8'],,,,,,,,,['1200711'],,['9997'],['0340040181'],,,/books/OL18076855M,[{'key': '/languages/eng'}],/type/datetime,2011-11-05T03:53:29.095032,6,,,,,,,,190.0,,,,,190p. :,,,xxk,1982,['Sevenoaks'],['Knight'],6,,,,,,,,,Daddy-long-legs,,/type/edition,,,,,,,[{'key': '/works/OL4322177W'}]
0,[{'key': '/authors/OL866528A'}],edited by Eric Nicol.,"['Nicol, Eric, 1919-']",,,,"[5442966, 4018994]",,/type/datetime,2008-04-01T03:28:50.625462,,,,['816/.54'],,,,,,,,,['2162747'],,['335840'],['0771068077'],,,/books/OL1807692M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T06:03:03.462277,6,['F1060.9.D53 D53 1989'],['89215625'],,,,/type/text,"Includes bibliographical references.
""A Douglas Gibson book""--T.p. verso.",294.0,,,['21164740'],,294 p. :,,,onc,1989,"['Toronto, Ont']",['McClelland & Stewart'],6,,"['marc:marc_records_scriblio_net/part21.dat:23158257:1189', 'marc:marc_upei/marc-for-openlibrary-bigset.mrc:74606547:942']","['Canada, Western', 'Canada', 'Prairie Provinces']",,['1867-1914'],"['Dickens, Francis, 1844-1886 -- Correspondence', 'Royal Canadian Mounted Police -- History -- Anecdotes', 'Royal North West Mounted Police (Canada) -- History -- Humor', 'Police -- Prairie Provinces -- Correspondence', 'Canada, Western -- History -- Anecdotes', 'Canada -- History -- 1867-1914 -- Humor']","the astounding lost-long letters of Inspector F. Dickens, NWMP, 1874-1886",,Dickens of the Mounted,,/type/edition,,,,,,,[{'key': '/works/OL4393640W'}]
0,,"James F. Poag, Thomas C. Fox (Hrsg.).","['Poag, James F.', 'Fox, Thomas C.', 'St. Louis Symposium on German Literature (9th : 1988)']",,,,[4019102],,,,,,,['831/.209'],,,,,,,,,['4577873'],,,['3772017754'],,,/books/OL1808334M,[{'key': '/languages/ger'}],/type/datetime,2010-04-16T04:01:59.411168,3,['PT187 .E58 1989'],['89216657'],,,,/type/text,"Includes bibliographical references.
Papers presented at the 9th Symposium of the German Dept. of Washington University, held in St. Louis Mar. 25-27, 1988.
Text in German, with 1 contribution in English.",285.0,,,,,"xiii, 285 p. :",,,gw ,1989,['Tübingen'],['Francke'],3,,,,,"['Middle High German, 1050-1500']","['German literature -- Middle High German, 1050-1500 -- History and criticism -- Congresses.', 'Civilization, Medieval, in literature -- Congresses.']",deutsche Literatur 1200-1500,,Entzauberung der Welt,,/type/edition,,,,,,,
0,[{'key': '/authors/OL6898863A'}],E.M. Forster ; introduction by P. N. Furbank.,,,,,[7023894],,/type/datetime,2008-10-11T22:30:46.613233,,,,['823/.9/1F'],,,,,,,['IA171201'],['maurice00fors'],['2387172'],,['2156487'],['014003515X'],,,/books/OL18202645M,[{'key': '/languages/eng'}],/type/datetime,2012-02-03T21:02:32.312094,8,,,,,,/type/text,"Originally published, London , Edward Arnold, 1971.",222.0,maurice00fors,,,,222p. ;,,,enk,1972,['Harmondsworth'],['Penguin'],8,,"['marc:talis_openlibrary_contribution/talis-openlibrary-contribution.mrc:1737018545:684', 'ia:maurice00fors']",,,,['Fiction in English'],,,Maurice,,/type/edition,,,,,,,[{'key': '/works/OL88877W'}]
0,[{'key': '/authors/OL2629213A'}],,,,,,[7157342],,/type/datetime,2008-10-15T08:10:39.728996,,,,['813.54'],,,,,,,['IA179501'],['templeofmyfamili00walk_0'],['1461954'],,['35559'],['0140124152'],,,/books/OL18239434M,[{'key': '/languages/eng'}],/type/datetime,2012-07-26T02:59:25.805749,7,,,,,,/type/text,"Originally published, London: Women's Press, 1989.",480.0,templeofmyfamili00walk_0,,,,(480)p.,,,enk,1990,['Harmondsworth'],['Penguin'],7,,['ia:templeofmyfamili00walk_0'],,,,,,,The temple of my familiar.,,/type/edition,,,,,,,[{'key': '/works/OL1815835W'}]
0,[{'key': '/authors/OL232913A'}],,,,,,,,/type/datetime,2008-10-15T13:36:05.982415,,,,['813/.54'],,,,,,,,,['517262'],,['38871'],['0006176496'],,,/books/OL18271966M,[{'key': '/languages/eng'}],/type/datetime,2010-08-18T09:45:10.720256,4,,,,,,,,480.0,,,,,(480)p.,,,xxk,1989,['London'],['Fontana'],4,,,,,,,,,Shining through.,,/type/edition,,,,,,,[{'key': '/works/OL1940962W'}]
0,[{'key': '/authors/OL1390217A'}],"por Christianne C. Jones ; ilustrado por Zachary Trover ; traducción, Sol Robledo.","['Trover, Zachary, ill.', 'Robledo, Sol.']",,,,,,/type/datetime,2008-10-15T16:35:28.862453,,/type/text,"Amy and Brad's parents go to the movies, leaving them with a babysitter who knows just what to do to make them happy.",['[E]'],,,,,,['Juvenile fiction.'],,,['6182330'],,,['1404826637'],['9781404826632'],,/books/OL18288799M,[{'key': '/languages/spa'}],/type/datetime,2010-04-24T19:11:17.063634,4,['PZ73 .J5583 2006'],['2006003592'],,,,,,24.0,,"['63807659', '63807659']",,,24 p. :,,,mnu,2006,"['Minneapolis, Minn']",['Picture Window Books'],4,"['Read-it! readers en español', 'Read-it! readers. Nivel morado', 'Read-it! readers']",,,,,"['Babysitters -- Juvenile fiction.', 'Spanish language materials.']",,,niñera,La ,/type/edition,,,,,,['Babysitter.'],[{'key': '/works/OL5715861W'}]
