,authors,by_statement,contributions,contributors,copyright_date,coverimage,covers,created.type,created.value,description,description.type,description.value,dewey_decimal_class,edition_name,first_sentence.type,first_sentence.value,full_title,genres,ia_box_id,ia_loaded_id,identifiers.amazon,identifiers.amazon.co.uk_asin,identifiers.goodreads,identifiers.google,identifiers.librarything,isbn_10,isbn_13,isbn_invalid,key,languages,last_modified.type,last_modified.value,latest_revision,lc_classifications,lccn,links,location,notes,notes.type,notes.value,number_of_pages,ocaid,oclc_number,oclc_numbers,other_titles,pagination,physical_dimensions,physical_format,publish_country,publish_date,publish_places,publishers,revision,series,source_records,subject_place,subject_time,subject_times,subjects,subtitle,table_of_contents,title,title_prefix,type.key,uri_descriptions,uris,url,weight,work_title,work_titles,works
0,,compiled and edited by Don Hutchison.,"['Hutchison, Don.']",,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.0872/08'],,,,,,,,,,['4602496'],,,['080955304X'],,,/books/OL2055450M,[{'key': '/languages/eng'}],/type/datetime,2011-04-29T12:23:20.681149,3,['PS648.D4 S87 1988b'],['88033738'],,,,/type/text,Originally published in series: Starmont popular culture study ; #8.,158.0,,,['18908182'],,"iv [i.e. vi], 158 p. :",,,cau,1988,"['San Bernardino, Calif']",['Borgo Press'],3,"['Starmont popular culture studies ;', 'no. 8.']",,['American fiction'],['20th century.'],,"['Detective and mystery stories, American.', 'Government investigators -- Fiction.', 'American fiction -- 20th century.']",a facsimile selection of dynamic G-Man stories from the 1930s,,The Super feds,,/type/edition,,,,,,,
0,[{'key': '/authors/OL32515A'}],[compiled by] Paul Dickson.,"['Dickson, Paul.']",,,,[6763963],/type/datetime,2008-04-01T03:28:50.625462,,,,['818/.540208'],,,,,,['IA130511'],,,,['1836731'],,['572219'],['0201172763'],,,/books/OL2058242M,[{'key': '/languages/eng'}],/type/datetime,2011-08-12T04:35:36.841067,7,['PN6162 .N39 1989'],['88037324'],,,,/type/text,Includes index.,265.0,newofficialrules00dick,,,,265 p. :,,,mau,1989,"['Reading, Mass']",['Addison-Wesley Pub. Co.'],7,,"['marc:marc_records_scriblio_net/part20.dat:24069351:661', 'ia:newofficialrules00dick', 'ia:newofficialrules00dick']",,,,['American wit and humor'],maxims for muddling through to the twenty-first century,,The New official rules,,/type/edition,,,,,,,[{'key': '/works/OL15844282W'}]
0,[{'key': '/authors/OL18319A'}],edited by Alex Ayres.,"['Ayres, Alex.']",,,,"[6634118, 296059]",/type/datetime,2008-04-01T03:28:50.625462,,,,['818/.402'],,,,,,['IA110902'],,,,['1603071'],,['150480'],['0452010586'],,,/books/OL2058361M,[{'key': '/languages/eng'}],/type/datetime,2011-08-12T19:20:41.107120,8,['PS1303 .A97 1989'],['88037464'],,,,/type/text,Includes bibliographical references (p. 263-265).,265.0,witwisdomofmarkt00twai,,,['Wit and wisdom of Mark Twain.'],"xi, 265 p. ;",,,nyu,1989,['New York'],['Meridian'],8,,"['marc:marc_records_scriblio_net/part20.dat:24174977:735', 'ia:witwisdomofmarkt00twai']",,,,"['Twain, Mark, 1835-1910 -- Quotations', 'Quotations, American']",,,The wit & wisdom of Mark Twain,,/type/edition,,,,,,,[{'key': '/works/OL54120W'}]
0,[{'key': '/authors/OL954798A'}],edited by Donald E. Stanford.,"['Stanford, Donald E., 1913-']",,,,[591304],/type/datetime,2008-04-01T03:28:50.625462,,,,['811/.1'],,,,,,,,,,['1584323'],,['519293'],['0807842486'],,,/books/OL2061035M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T07:53:17.569551,6,['PS850.T2 A6 1989'],['88040555'],,,,/type/text,"Reprint, with new pref., of the abridged paperback ed. issued by Yale University Press in l963.",369.0,,,,,"xli, 369 p. ;",,,ncu,1989,['Chapel Hill'],['University of North Carolina'],6,,"['marc:marc_records_scriblio_net/part20.dat:26556058:727', 'marc:marc_loc_updates/v36.i15.records.utf8:1512165:828']",,,,,,,poems of Edward Taylor,The ,/type/edition,,,,,['Poems.'],,[{'key': '/works/OL4647179W'}]
0,[{'key': '/authors/OL226799A'}],by Edward Sorel.,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"A french zillionaire and his daughter cross the Atlantic in the S.S. ""Gigantic,"" where she finds her unexpected destiny.",['[E]'],,,,,,,,,,['2150267'],,['5272018'],['1557821208'],,,/books/OL2061079M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T07:53:17.569551,4,['PZ8.3.S714 Zi 1989'],['88040621'],,,,/type/text,"""New classics for the new generation""--P. [4] of cover.",24.0,,,,,[24] p. :,,,nyu,1989,['New York'],['Warner Juvenile Books'],4,,,,,,"['Ships -- Fiction.', 'Stories in rhyme.']",,,zillionaire's daughter,The ,/type/edition,,,,,,,[{'key': '/works/OL1894826W'}]
0,[{'key': '/authors/OL956215A'}],Peter J. McCormick.,,,,,[4068881],/type/datetime,2008-04-01T03:28:50.625462,,,,['801/.953'],,,,,,,,,,"['4466337', '1623433']",,['548259'],"['0801422043', '0801495199']",,,/books/OL2062799M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T07:55:30.922856,5,['PN3326 .M39 1988'],['88047783'],,,,/type/text,"Bibliography: p. [335]-344.
Includes index.",351.0,,,,,"xvi, 351 p. ;",,,nyu,1988,['Ithaca [N.Y.]'],['Cornell University Press'],5,,,,,,"['Fiction.', 'Poetics.']",,,"Fictions, philosophies, and the problems of poetics",,/type/edition,,,,,,,[{'key': '/works/OL4652478W'}]
0,[{'key': '/authors/OL956220A'}],Barry Sand.,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['818/.5402'],,,,,,,,,,['4047846'],,,['0553346075'],,,/books/OL2062816M,[{'key': '/languages/eng'}],/type/datetime,2011-04-29T12:23:20.681149,4,['PN6162 .S255 1989'],['88047830'],,,,,,105.0,,,['18521781'],,105 p. :,,,nyu,1989,['New York'],['Bantam Books'],4,,,,,,"['Sex -- Humor.', 'Sex (Psychology) -- Humor.']",,,What to substitute for sex,,/type/edition,,,,,,,[{'key': '/works/OL4652493W'}]
0,[{'key': '/authors/OL136197A'}],P.G. Wodehouse.,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['823/.912'],,,,,,,,,,['4338960'],,['16538'],['0060972483'],,,/books/OL2062913M,[{'key': '/languages/eng'}],/type/datetime,2011-03-29T05:45:00.938423,5,['PR6045.O53 M3 1989'],['88048822'],,,,/type/text,"""Originally published in 1949 in Great Britain by Herbert Jenkins Limited""--T.p. verso.",222.0,,,,,222 p. ;,,,nyu,1989,['New York'],['Perennial Library'],5,,,,,,,,,The mating season,,/type/edition,,,,,,,[{'key': '/works/OL1337095W'}]
0,[{'key': '/authors/OL5509280A'}],Ericka M. Miller.,,,,,,/type/datetime,2008-10-29T07:03:44.787612,,,,['810.9/355'],,,,,,,,,,['291027'],,,,['9780815334958'],,/books/OL20641021M,[{'key': '/languages/eng'}],/type/datetime,2010-04-16T13:48:36.074686,3,['PS169.L95 M55 2000'],['99029874'],,,,/type/text,Includes bibliographical references (p. 141-147) and index.,153.0,,['41387564'],,,"xxii, 153 p. ;",,,nyu,2000,['New York'],['Garland Pub.'],3,"['Garland studies in African American history and culture', 'Studies in African American history and culture']",,,,,"['Wells-Barnett, Ida B., -- 1862-1931 -- Political and social views.', 'Grimké, Angelina Emily, -- 1805-1879 -- Political and social views.', 'Larsen, Nella -- Political and social views.', 'American literature -- Women authors -- History and criticism.', 'Lynching in literature.', 'American literature -- African American authors -- History and criticism.', 'African Americans in literature.', 'Violence in literature.', 'Racism in literature.', 'Race in literature.']","where violence and womanhood meet in the writings of Wells-Barnett, Grimké, and Larsen",,other reconstruction,The ,/type/edition,,,,,,,[{'key': '/works/OL12467216W'}]
0,[{'key': '/authors/OL238086A'}], by Stephanie Calmenson ; illustrated by Rose Mary Berlin.,"['Berlin, Rose Mary, ill.']",,,,,/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"Josephine does not share her classmates' nervousness about their upcoming school play, until the big moment comes and the size of the audience gives her a bad case of stage fright.",['[E]'],,,,,,,,,,['6124023'],,['3224247'],['030710284X'],,['0307602846'],/books/OL2068252M,[{'key': '/languages/eng'}],/type/datetime,2011-04-29T12:23:20.681149,5,['PZ7.C136 No 1988'],['88080282'],,,,,,24.0,,,['18791708'],,[24] p. :,,,nyu,1988,"['New York', 'Racine, Wis']","['Golden Book', 'Western Pub. Co.']",5,['A Big little golden book'],,,,,"['Stage fright -- Fiction.', 'Theater -- Fiction.']",,,No stage fright for me!,,/type/edition,,,,,,,[{'key': '/works/OL1979670W'}]
0,[{'key': '/authors/OL777661A'}],Catharina V. de Vallejo.,,,,,,,,,,,['863/.0109'],,,,,,,,,,['4197133'],,,['0897294858'],,,/books/OL2068692M,[{'key': '/languages/spa'}],/type/datetime,2010-04-16T04:12:16.306339,3,['PN3373 .V35 1989'],['88080976'],,,,/type/text,Includes bibliographical references (p. 263-274).,278.0,,,,"['Teoría cuentística del siglo veinte.', 'Teoría cuentística del siglo 20.']",278 p. :,,,flu,1989,"['Miami, Fla., U.S.A']",['Ediciones Universal'],3,['Colección Textos'],,,,,"['Short story.', 'Short stories, Spanish -- History and criticism.', 'Short stories, Spanish American -- History and criticism.']",aproximaciones hispánicas,,Teoría cuentística del siglo XX,,/type/edition,,,,,,,[{'key': '/works/OL4136844W'}]
0,[{'key': '/authors/OL958220A'}],James McLendon.,,,,,[703132],/type/datetime,2008-04-01T03:28:50.625462,,,,"['813/.52', 'B']",Rev. ed.,,,,,,,,,['147798'],,['661815'],['0911607072'],,,/books/OL2069017M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T08:02:11.814924,5,['PS3515.E37 Z7413 1990'],['88081528'],,,,/type/text,Includes bibliographical references (p. [213]-215) and index.,222.0,,,,,"222 p., [16] p. of plates :",,,flu,1990,"['Key West, Fla']",['Langley Press'],5,,,"['Key West (Fla.)', 'Homes and haunts', 'Florida', 'Key West.']","['20th century', '20th century.']",,"['Hemingway, Ernest, 1899-1961 -- Homes and haunts -- Florida -- Key West.', 'Authors, American -- Homes and haunts -- Florida -- Key West.', 'Authors, American -- 20th century -- Biography.', 'Key West (Fla.) -- Intellectual life -- 20th century.', 'Key West (Fla.) -- Biography.']",Hemingway in Key West,,Papa,,/type/edition,,,,,,,[{'key': '/works/OL4659250W'}]
0,[{'key': '/authors/OL68724A'}],Fritz Reuter. Translated from the low German with introd. and notes by Carl F. Bayerschmidt.,,,,,,/type/datetime,2008-10-29T11:13:10.063266,,,,"['839/.4/8209', 'B']",,,,,,,,,,['4323005'],,,['0846301520'],,,/books/OL20695712M,[{'key': '/languages/eng'}],/type/datetime,2011-04-29T12:23:20.681149,4,"['PT4848.R4 U513', 'PT4848R4 U513']",,,,,/type/text,"Translation of Ut mine Festungstid.

""Twayne's international studies and translations program.""

Published in cooperation with the Germanic Society of America.",267.0,,,['902928'],,267 p.,,,mau,1975,"['Boston, Mass']",['Twayne Publishers'],4,,,,,,"['Reuter, Fritz, -- 1810-1874.']",,,Seven years of my life,,/type/edition,,,,,,['Ut mine Festungstid. English'],[{'key': '/works/OL815606W'}]
0,[{'key': '/authors/OL67899A'}],Nikolaĭ Koni͡a︡ev.,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['891.73/44'],,,,,,,,,,['3867034'],,,['5289001654'],,,/books/OL2072303M,[{'key': '/languages/rus'}],/type/datetime,2012-01-11T13:10:57.736960,5,['PG3482.7.N593 D65 1988'],['88101863'],,,,,,270.0,,,['18908447'],,270 p. ;,,,rur,1988,['Leningrad'],['Lenizdat'],5,,['marc:marc_loc_updates/v40.i02.records.utf8:24492651:526'],,,,,roman i rasskazy,,Dolgie dni leta,,/type/edition,,,,,,,[{'key': '/works/OL806734W'}]
0,[{'key': '/authors/OL1483486A'}],Mike Hamel.,,,,,,/type/datetime,2008-10-29T14:15:52.874822,,/type/text,"Queen Bea leads the Travelers to the ice caves of Greenland to seek help from Rylan the Renegade, the former Crown Prince, whose past holds the keys to the Traveler's survival and Earth's future.",['[Fic]'],,,,,['Fiction.'],,,,,['1023999'],,['8157229'],,['9780899578385'],,/books/OL20734826M,[{'key': '/languages/eng'}],/type/datetime,2011-04-29T12:23:20.681149,5,['PZ7.H176 Ryl 2007'],['2007035306'],,,,,,,,,['154699166'],,p. cm.,,,tnu,2007,"['Chattanooga, Tenn']",['Living Ink Books'],5,['Matterhorn the Brave series -- v. 6'],,,,,"['Space and time -- Fiction.', 'Inuit -- Fiction.', 'Christian life -- Fiction.', 'Science fiction.', 'Greenland -- Fiction.']",,,Rylan the Renegade,,/type/edition,,,,,,,[{'key': '/works/OL5971917W'}]
0,[{'key': '/authors/OL57465A'}],Jean Mabire ; photos de René Bail.,,,,,,/type/datetime,2008-10-29T15:11:16.082707,,,,['843/.9/14'],,,,,,,,,,['3413990'],,['3639079'],['2258000009'],,,/books/OL20747648M,[{'key': '/languages/fre'}],/type/datetime,2010-08-18T16:25:26.360454,3,['PQ2673.A18 H6 1976'],,,,,/type/text,Edition for 1968 published under title: Les hors-la-loi.,322.0,,,,,"322 p., [8] leaves of plates :",,,fr ,1986,['Paris'],['Presses de la Cité'],3,['Troupes de choc'],,,,,['Algeria -- History -- 1945-1962 -- Fiction.'],,,Commando de chasse,,/type/edition,,,,,,['Hors-la-loi'],
0,[{'key': '/authors/OL50577A'}],Carlos Orlando Nallim.,,,,,[4071434],,,,,,['863'],1a ed.,,,,,,,,,['748239'],,,['9683600530'],,,/books/OL2080669M,[{'key': '/languages/spa'}],/type/datetime,2010-04-16T04:12:48.673725,4,['PQ7701 .N35 1987'],['88117311'],,,,/type/text,Includes bibliographies.,126.0,,,,"['5 narradores argentinos, Mansilla, Alvarez, Dávalos, Arlt, Di Benedetto.']",126 p. ;,,,mx ,1987,['México'],"['Universidad Nacional Autónoma de México, Coordinación de Humanidades, Centro Coordinador y Difusor de Estudios Latinoamericanos']",4,"['Nuestra América ;', '19']",,,"['19th century', '20th century']",,"['Argentine fiction -- 19th century -- History and criticism.', 'Argentine fiction -- 20th century -- History and criticism.']",,"[{'value': 'Testimonio y literatura en Una excursión a los indios ranqueles', 'type': '/type/text'}, {'value': '""Fray Mocho""', 'type': '/type/text'}, {'value': 'Juan Carlos Dávalos', 'type': '/type/text'}, {'value': 'Acotaciones a El juguete rabioso de Roberto Arlt', 'type': '/type/text'}, {'value': 'Zama.', 'type': '/type/text'}, {'value': '', 'type': '/type/text'}]","Cinco narradores argentinos, Mansilla, Alvarez, Dávalos, Arlt, Di Benedetto",,/type/edition,,,,,,,[{'key': '/works/OL651108W'}]
0,[{'key': '/authors/OL24989A'}],Jackie Collins.,,,,,,/type/datetime,2008-10-30T03:10:56.551865,,,,['823.914'],,,,,,,,,,['2576487'],,,['0743500830'],,,/books/OL20827715M,[{'key': '/languages/eng'}],/type/datetime,2011-04-29T12:23:20.681149,5,,,,,,/type/text,General.,180.0,,,['655888646'],,2 cassettes 180min.,,,enk,2000,,['Simon & Schuster Audio'],5,['The Santangelo novels -- 3'],,,,,,,,Lady Boss,,/type/edition,,,,,,,[{'key': '/works/OL33784W'}]
0,[{'key': '/authors/OL4353239A'}],by Michael and Karen Bond ; illustrated by Toni Goffe.,"['Bond, Karen.', 'Goffe, Toni.']",,,,,/type/datetime,2008-10-31T08:54:39.779873,,,,['823/.914'],,,,,,,,,,['1360308'],,,['009165310X'],,,/books/OL20986054M,[{'key': '/languages/eng'}],/type/datetime,2011-04-29T12:23:20.681149,5,,,,,,/type/text,"Cover title.

On four toy wheels.",12.0,,,['15198813'],,(12)p. :,,,xxk,1986,['London'],['Hutchinson'],5,['A Paddington Bear activity book'],,,,,,,,Paddington'sLondon,,/type/edition,,,,,,,[{'key': '/works/OL10490589W'}]
0,[{'key': '/authors/OL4398045A'}],written by Rod Hunt ; illustrated by Mike Gordon.,"['Gordon, Mike, 1948-']",,,,,/type/datetime,2008-10-31T08:55:11.505308,,,,['823/.914'],,,,,,,,,,['2115671'],,,['0091672406'],,,/books/OL20986300M,[{'key': '/languages/eng'}],/type/datetime,2011-04-29T12:23:20.681149,4,['PZ7'],,,,,,,26.0,,,['18683100'],,(26)p. :,,,xxk,1986,['London'],['Hutchinson'],4,,,,,,,,,Piglet goesto the rescue,,/type/edition,,,,,,,[{'key': '/works/OL10581276W'}]
0,,edited by Gary Grieve-Carlson.,"['Grieve-Carlson, Gary.']",,,,,/type/datetime,2008-10-31T09:10:30.116119,"Table of Contents: Preface by Ben Friedlander and essays by Ralph Maud, Dan Featherston, Andrew Mossin, Donald Wellman, Craig Stormont, Jeffrey Gardiner, Gary Grieve-Carlson, Thomas Nelson, Michael Jonik, Michael Peters, and Eugene Vydrin.",,,['818.5409'],,,,,,,,,,['6205205'],,,['1847182909'],['9781847182906'],,/books/OL20989158M,[{'key': '/languages/eng'}],/type/datetime,2010-04-24T19:18:30.823656,5,['PS3529.L655 Z83 2007'],['2008378907'],,,Includes bibliographical references.,,,188.0,,['165411378'],,,"xiii, 188 p. ;",,,enk,2007,['Newcastle'],['Cambridge Scholars'],5,,,,,,"['Olson, Charles, -- 1910-1970 -- Criticism and interpretation.']",,"[{'class': 'section', 'type': {'key': '/type/toc_item'}}]",Olson's Prose,,/type/edition,,,,,,,
0,,introduction by Woodrow Wyatt.,,,,,[4976362],/type/datetime,2008-10-31T13:45:32.099762,,,,['823/.01/08'],,,,,,,,,,['2717092'],,,['0002235390'],,,/books/OL21037117M,[{'key': '/languages/eng'}],/type/datetime,2010-04-16T13:53:11.091096,3,['PR1309.S5'],,,,,/type/text,"Originally published: as part of English story. Ten vols., 1941-50.",223.0,,,,,223 p.,,,enk,1989,['London'],['Collins'],3,,,,,,"['Short stories, English.', 'English fiction -- 20th century.']",the English story in the 1940s,,way we lived then,The ,/type/edition,,,,,,['English story. Selections.'],
0,[{'key': '/authors/OL22931A'}],written by Erica Silverman ; painted by  Betsy Lewin.,"['Lewin, Betsy, ill.']",,,,,/type/datetime,2008-10-31T13:47:41.361157,,/type/text,"Cowgirl Kate and her cow horse, Cocoa, discover what it means to work, play, and be together--rain or shine.",['[E]'],,,,,['Fiction.'],,,,,['2281107'],,['1096008'],,['9780152053840'],,/books/OL21037751M,[{'key': '/languages/eng'}],/type/datetime,2010-08-18T18:59:00.966991,5,['PZ7.S58625 Cok 2008'],['2006032363'],,,,,,,,,,['Rain or shine'],1 v. (unpaged) :,,,flu,2008,"['Orlando, Fla']",['Harcourt'],5,,"['marc:marc_loc_updates/v36.i18.records.utf8:12230041:880', 'marc:marc_loc_updates/v36.i37.records.utf8:9361563:880']",,,,"['Cowgirls -- Fiction', 'Horses -- Fiction', 'Rain and rainfall -- Fiction']",rain or shine,,Cowgirl Kate and Cocoa,,/type/edition,,,,,,,[{'key': '/works/OL14408W'}]
0,,"Sally Painter, Margaret L. Carter, Shelley Munro.","['Painter, Sally.', 'Carter, Margaret L. 1948-', 'Munro, Shelley.']",,,,,/type/datetime,2008-10-31T14:00:32.011449,,,,['813/.60803538'],1st Pocket Books trade pbk. ed.,,,,,,,,,['2445449'],,['4518715'],['1416577238'],['9781416577232'],,/books/OL21040414M,[{'key': '/languages/eng'}],/type/datetime,2011-04-29T12:23:20.681149,5,['PS648.E7 M53 2008'],['2007047663'],,,,,,,,,['182716566'],,p. cm.,,,nyu,2008,['New York'],['Pocket Books'],5,"[""Ellora's Cave anthologies""]",,,,,"['Erotic stories, American.', 'Erotic stories, New Zealand.']",,"[{'title': 'To kiss a gargoyle / Sally Painter', 'level': 0, 'type': {'key': '/type/toc_item'}}, {'title': 'Tall, dark & deadly / Margaret L. Carter', 'level': 0, 'type': {'key': '/type/toc_item'}}, {'title': 'Curse of Brandon Lupinus / Shelley Munro.', 'level': 0, 'type': {'key': '/type/toc_item'}}]",Midnight treat,,/type/edition,,,"['http://www.loc.gov/catdir/enhancements/fy0828/2007047663-d.html', 'http://www.loc.gov/catdir/enhancements/fy0833/2007047663-s.html']",,,,
0,[{'key': '/authors/OL22033A'}],Pamela Oldfield.,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['823/.914'],,,,,,,,,,['4458456'],,,['0712600779'],,,/books/OL2105676M,[{'key': '/languages/eng'}],/type/datetime,2011-04-29T12:23:20.681149,5,['PR6065.L38 G74 1983'],['88156688'],,,,,,379.0,,,['18950623'],,379 p. ;,,,enk,1983,['London'],['Century'],5,,"['marc:marc_records_scriblio_net/part20.dat:63915806:617', 'marc:marc_loc_updates/v37.i27.records.utf8:13849566:609']","['England', 'Kent']",,,['Family -- England -- Kent -- Fiction'],,,Green harvest,,/type/edition,,,,,,,[{'key': '/works/OL137548W'}]
0,[{'key': '/authors/OL4354607A'}],John Ashbery.,,,,,,/type/datetime,2008-10-31T18:18:08.145322,,,,['811/.5/4'],,,,,,,,,,['955218'],,['82186'],['0140585850'],,,/books/OL21080173M,[{'key': '/languages/eng'}],/type/datetime,2010-08-18T19:07:11.779103,4,['PS3501.S475 T5 1978'],,,,,,,118.0,,,,,118 p. ;,,,nyu,1977,['New York'],['Penguin Books'],4,,,,,,,,"[{'value': 'The new spirit.', 'type': '/type/text'}, {'value': 'The system.', 'type': '/type/text'}, {'value': 'The recital.', 'type': '/type/text'}]",Three poems,,/type/edition,,,,,,['Poems.'],[{'key': '/works/OL10493944W'}]
0,,edited by Luis Ramos-García & Luis Fernando Vidal ; with introductions by Luis Fernando Vidal & Dave Oliphant.,"['Ramos-García, Luis.', 'Vidal, Luis Fernando, 1943-']",,,,"[4802562, 4075327]",/type/datetime,2008-04-01T03:28:50.625462,,,,['863/.01/08'],Bilingual ed.,,,,,,,,,['4305048'],,['2904657'],['0934840075'],,,/books/OL2109610M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T08:12:28.663780,4,['PQ8476 .F7 1987'],['88162261'],,,,/type/text,"Bibliography: p. 301-309.
English and Spanish.",313.0,,,,['Desde el umbral.'],"v, 313 p. :",,,txu,1987,['Austin'],"['Studia Hispanica Editors, Prickly Pear Press']",4,"['Colección Poiesis ;', '6', 'Colección Poiesis (Austin, Tex.) ;', '6.']",,['Peru'],['20th century'],,"['Short stories, Peruvian -- Translations into English.', 'Peruvian fiction -- 20th century -- Translations into English.', 'Peru -- Social life and customs -- Fiction.']",contemporary Peruvian fiction in translation = Desde el umbral,,From the threshold,,/type/edition,,,,,,,
0,[{'key': '/authors/OL326075A'}],Domingo Miras ; edición de Luis Alonso Girgado.,"['Alonso Girgado, Luis.']",,,,,,,,,,['862/.64'],1a ed.,,,,,,,,,['5111212'],,,['8420517038'],,,/books/OL2113891M,[{'key': '/languages/spa'}],/type/datetime,2010-04-16T04:13:33.633018,3,['PQ6663.I718 D4 1988'],['88168582'],,,,/type/text,Bibliography: p. 28-29.,126.0,,,,,126 p. :,,,sp ,1988,['Madrid'],['Alhambra'],3,"['Humanidades ;', '41', 'Humanidades (Madrid, Spain) ;', '41.']",,['Spain'],"['Isabella II, 1833-1868']",,"['Isabella II, Queen of Spain, 1830-1904 -- Drama.', 'Spain -- History -- Isabella II, 1833-1868 -- Drama.']",,,De San Pascual a San Gil,,/type/edition,,,,,,,[{'key': '/works/OL2387117W'}]
0,[{'key': '/authors/OL1425110A'}],Chris Mooney.,,,,,,/type/datetime,2008-11-01T01:48:29.485374,,,,['813.6'],,,,,,,,,,['1181172'],,['373121'],['0743404025'],,,/books/OL21143535M,[{'key': '/languages/eng'}],/type/datetime,2010-08-18T19:37:34.612896,4,,,,,,,,498.0,,,,,498 p. ;,,,enk,2001,"['New York', 'London']",['Pocket Books'],4,,,,,,,,,Deviant ways,,/type/edition,,,,,,,[{'key': '/works/OL5816765W'}]
0,[{'key': '/authors/OL625262A'}],Jean-François Sam-Long.,,,,,,,,,,,['843'],,,,,,,,,,['3662067'],,,['2876790203'],,,/books/OL2115835M,[{'key': '/languages/fre'}],/type/datetime,2010-04-16T04:13:33.633018,3,['PQ3989.2.S235 Z36 1988'],['88171522'],,,,,,152.0,,,,,152 p. ;,,,fr ,1988,['Paris'],['Editions caribéennes'],3,['Collection Lettres ultramarines'],,,,,,légende créole,,"Zoura, femme bon Dieu",,/type/edition,,,,,,,[{'key': '/works/OL3649975W'}]
0,[{'key': '/authors/OL446065A'}],Marc Shell.,,,,,,/type/datetime,2008-11-01T04:05:07.414715,,,,['809'],,,,,,,,,,['1532581'],,['1194970'],['0195068645'],,,/books/OL21164576M,[{'key': '/languages/eng'}],/type/datetime,2010-08-18T19:48:18.360234,4,,,,,,,,384.0,,,,,(384)p. :,,,enk,1993,"['New York', 'Oxford']",['Oxford University Press'],4,,,,,,,"literature, politics and nationhood",,Children of the earth,,/type/edition,,,,,,,[{'key': '/works/OL2926844W'}]
0,[{'key': '/authors/OL2074545A'}],by Helen Borten.,,,,,,/type/datetime,2008-11-01T05:14:44.070999,,,,['823/.9/1J'],,,,,,,,,,['4039612'],,['1285898'],['0200716956'],,,/books/OL21177680M,[{'key': '/languages/eng'}],/type/datetime,2010-08-18T19:54:47.036945,4,['PZ7'],['73123517'],,,,/type/text,"Originally published, New York, Abelard-Schuman, 1970.",41.0,,,,,(41)p. :,,,xxk,1971,['London'],['Abelard-Schuman'],4,,['marc:talis_openlibrary_contribution/talis-openlibrary-contribution.mrc:497613178:746'],,,,"[""Children's stories""]",,,Do you know what I know?,,/type/edition,,,,,,,[{'key': '/works/OL140958W'}]
0,[{'key': '/authors/OL768514A'}],Samuel L. Macey.,,,,,,/type/datetime,2008-11-01T06:20:25.259010,,,,['820/.9/38'],,,,,,,,,,['4551002'],,['5130263'],['0208017739'],,,/books/OL21186815M,[{'key': '/languages/eng'}],/type/datetime,2010-08-18T19:59:00.143597,4,['TS542'],,,,,/type/text,Includes bibliographical references and index.,260.0,,,,,260 p. ;,,,xxu,1980,"['Hamden, Conn']",['Archon Books'],4,,,,,,"['Horology -- History.', 'Clocks and watches in literature.']",the time in Western life and thought,,Clocks and the cosmos,,/type/edition,,,,,,,[{'key': '/works/OL4101244W'}]
0,[{'key': '/authors/OL11566A'}],Arun Joshi.,,,,,,/type/datetime,2008-11-01T06:26:09.030405,,,,['823/.9/1'],,,,,,,,,,['4013439'],,,['0210405589'],,,/books/OL21187580M,[{'key': '/languages/eng'}],/type/datetime,2010-04-16T13:54:28.458768,3,,,,,,/type/text,"Originally published, New York , Asia Publishing House, 1974.",208.0,,,,,"(7),208p. ;",,,xxk,1975,['London'],['Asia Publishing House'],3,,['marc:talis_openlibrary_contribution/talis-openlibrary-contribution.mrc:501707097:669'],,,,['Fiction in English'],,,apprentice,The ,/type/edition,,,,,,,[{'key': '/works/OL44058W'}]
0,[{'key': '/authors/OL3249578A'}],Patricia Meyer Spacks.,,,,,"[4994334, 3876931]",/type/datetime,2008-11-01T07:22:04.459324,,,,['809'],,,,,,,,,,['3866056'],,['233705'],['0226768538'],,,/books/OL21196160M,[{'key': '/languages/eng'}],/type/datetime,2010-08-18T20:01:19.320026,5,,,,,,/type/text,Includes bibliographical references and index.,290.0,,,,,"xiii, 290p. ;",,,xxu,1995,"['Chicago', 'London']",['University of Chicago Press'],5,,,,,,"['English literature -- History and criticism.', 'Boredom in literature.', 'Boredom -- History.']",literary history of a state of mind,,Boredom,,/type/edition,,,,,,,[{'key': '/works/OL9179538W'}]
