,authors,by_statement,contributions,contributors,copyright_date,covers,created.type,created.value,description,description.type,description.value,dewey_decimal_class,edition_name,first_sentence.type,first_sentence.value,full_title,genres,ia_box_id,ia_loaded_id,identifiers.goodreads,identifiers.google,identifiers.librarything,identifiers.oclc,isbn_10,isbn_13,isbn_invalid,key,languages,last_modified.type,last_modified.value,latest_revision,lc_classifications,lccn,links,location,notes,notes.type,notes.value,number_of_pages,ocaid,oclc_number,oclc_numbers,other_titles,pagination,physical_dimensions,physical_format,publish_country,publish_date,publish_places,publishers,revision,series,source_records,subject_place,subject_time,subjects,subtitle,table_of_contents,title,title_prefix,translated_from,translation_of,type.key,uri_descriptions,uris,url,weight,work_title,work_titles,works
0,[{'key': '/authors/OL530831A'}],by E.M. Goldman.,,,,[3935012],/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"Two teenage boys encounter opportunity and danger when they stumble upon $400,000 in drug money.",['[Fic]'],,,,,,,,['1677825'],,,,['0670853399'],,,/books/OL1406302M,[{'key': '/languages/eng'}],/type/datetime,2011-04-26T13:49:13.140801,5,['PZ7.G56795 Mo 1994'],['93014584'],,,,/type/text,"""Ages 10-14""--Front cover flap.",212.0,,,['28425424'],,212 p. ;,,,nyu,1994,"['New York, N.Y., U.S.A']",['Viking'],5,,,,,"['Money -- Fiction.', 'Friendship -- Fiction.']",,,Money to burn,,,,/type/edition,,,,,,,[{'key': '/works/OL3257757W'}]
0,[{'key': '/authors/OL447499A'}],Sue Sully.,,,,,,,,,,['823/.914'],1st U.S. ed.,,,,,,,['4590469'],,,,['0312093853'],,,/books/OL1409750M,[{'key': '/languages/eng'}],/type/datetime,2010-04-16T03:42:56.744985,3,['PR6069.U326 S48 1993'],['93018415'],,,,,,345.0,,,,,345 p. ;,,,nyu,1993,['New York'],"[""St. Martin's Press""]",3,,,,,,,,shingle beach,The ,,,/type/edition,,,,,,,[{'key': '/works/OL2935294W'}]
0,,edited by Caroline Feller Bauer ; illustrated by Nadine Bernard Westcott.,"['Bauer, Caroline Feller.', 'Westcott, Nadine Bernard, ill.']",,,"[4940098, 4940078, 4553001, 4552336, 3936823, 3936813]",/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"A collection of stories, poems, and songs about Thanksgiving Day, by such authors as Aileen Fisher, Jack Prelutsky, Eve Merriam, and Yoshiko Uchida.",['810.8/033'],1st ed.,,,,,,,['3176244'],,['4029628'],,"['0060233265', '0060233273']",,,/books/OL1409945M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T02:49:28.941205,4,['PZ5 .T313 1994'],['93018631'],,,,/type/text,"Includes bibliographical references (p. 80-84) and index.
""Ages 7-10""--Jkt.",86.0,,,,,"ix, 86 p. :",,,nyu,1994,['New York'],['HarperCollins'],4,,,,,"['Thanksgiving Day -- Literary collections.', 'Thanksgiving Day -- Literary collections.']",stories and poems,,Thanksgiving,,,,/type/edition,,,,,,,
0,[{'key': '/authors/OL715141A'}],Katherine J. Roberts.,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['821/.3'],,,,,,,,['946793'],,['6242941'],,['0820421456'],,,/books/OL1411391M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T02:50:58.658841,4,['PR2343 .R58 1993'],['93020209'],,,,/type/text,Includes bibliographical references (p. [125]-130).,130.0,,,,,130 p. ;,,,nyu,1993,['New York'],['P. Lang'],4,"['Renaissance and baroque studies and texts ;', 'v. 9']",,['England'],"['16th century.', 'Renaissance, 1450-1600.']","['Sidney, Philip, Sir, 1554-1586 -- Characters -- Women.', 'Women and literature -- England -- History -- 16th century.', 'Women -- England -- History -- Renaissance, 1450-1600.']",Sir Philip Sydney's female characters,,Fair ladies,,,,/type/edition,,,,,,,[{'key': '/works/OL3926068W'}]
0,[{'key': '/authors/OL2656850A'}],Miss Read ; illustrations by John S. Goodall.,,,,[6689446],/type/datetime,2008-04-01T03:28:50.625462,,,,['823/.914'],1st American ed.,,,,,['ia127507'],,['1539460'],,['272084'],,['0395650305'],,,/books/OL1413667M,[{'key': '/languages/eng'}],/type/datetime,2013-03-30T03:31:17.046272,12,['PR6069.A42 C45 1993'],['93022983'],,,,,,151.0,celebrationsatth00read,,,,151 p. :,,,mau,1993,['Boston'],['Houghton Mifflin'],12,,"['marc:marc_records_scriblio_net/part23.dat:112587193:729', 'marc:marc_loc_updates/v35.i25.records.utf8:3004518:830', 'marc:CollingswoodLibraryMarcDump10-27-2008/Collingswood.out:47309848:945', 'ia:celebrationsatth00read']",['England'],,"['Thrush Green (Imaginary place) -- Fiction', 'Country life -- England -- Fiction']",,,Celebrations at Thrush Green,,,,/type/edition,,,,,,,[{'key': '/works/OL501983W'}]
0,[{'key': '/authors/OL2705568A'}],Nelson Nye.,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],,,,,,,,['3914178'],,,,"['0792717759', '0792717740', '0745120008', '0745120121']",,,/books/OL1415896M,[{'key': '/languages/eng'}],/type/datetime,2010-12-12T07:48:50.770235,4,['PS3527.Y33 R28 1993'],['93025405'],,,,,,172.0,,,,,172 p. (large print) ;,,,nhu,1993,"['Hampton, N.H']",['Curley Large Print'],4,['A Large print western.'],"['marc:marc_records_scriblio_net/part23.dat:114578435:775', 'marc:marc_loc_updates/v36.i04.records.utf8:8450016:775']",,,['Large type books'],,,Rafe,,,,/type/edition,,,,,,,
0,[{'key': '/authors/OL27278A'}],"Harry Harrison, John Holm.",,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],1st ed.,,,,,,,['1394101'],,['208680'],,['0312854390'],,,/books/OL1415993M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T02:56:21.297293,5,['PS3558.A667 H35 1993'],['93025510'],,,,/type/text,"""A Tom Doherty Associates book.""",415.0,,,,,415 p. :,,,nyu,1993,['New York'],['TOR'],5,,"['marc:marc_records_scriblio_net/part23.dat:114666020:939', 'marc:CollingswoodLibraryMarcDump10-27-2008/Collingswood.out:12301132:1035']",['Great Britain'],"['Anglo Saxon period, 449-1066']","['Middle Ages -- Fiction', 'Vikings -- Fiction', 'Great Britain -- History -- Anglo Saxon period, 449-1066 -- Fiction']",,,hammer and the cross,The ,,,/type/edition,,,,,,,[{'key': '/works/OL467268W'}]
0,[{'key': '/authors/OL9388A'}],edited by Gary Taylor.,"['Taylor, Gary, 1953-']",,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['822.3/3'],,,,,['Drama.'],,,['2080946'],,['51605'],,['0192814389'],,,/books/OL1416185M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T02:56:21.297293,4,['PR2812.A2 T28 1994'],['93025719'],,,,/type/text,Includes index.,330.0,,,,,"ix, 330 p. :",,,enk,1994,"['Oxford', 'New York']",['Oxford University Press'],4,"[""The World's classics"", 'The Oxford Shakespeare']",['marc:marc_records_scriblio_net/part23.dat:114831986:945'],['Great Britain'],"['Henry V, 1413-1422']","['Henry V, King of England, 1387-1422 -- Drama', 'Great Britain -- History -- Henry V, 1413-1422 -- Drama']",,,Henry V,,,,/type/edition,,,,,,,[{'key': '/works/OL362696W'}]
0,[{'key': '/authors/OL453649A'}],Victor L. Cahn.,,,,[7380091],/type/datetime,2008-04-01T03:28:50.625462,,,,['822/.914'],,,,,,,,['1013921'],,,,['0312101929'],,,/books/OL1416840M,[{'key': '/languages/eng'}],/type/datetime,2015-11-13T07:05:14.417928,5,['PR6066.I53 Z624 1993'],['93026424'],,,,/type/text,Includes bibliographical references (p. [137]-142) and index.,148.0,genderpowerinpla00cahn,,,,"viii, 148 p. ;",,,nyu,1993,['New York'],"[""St. Martin's Press""]",5,,"['marc:marc_records_scriblio_net/part23.dat:115413784:911', 'marc:marc_loc_updates/v37.i01.records.utf8:1487239:915', 'ia:genderpowerinpla00cahn']",['England'],['20th century.'],"['Pinter, Harold, 1930- -- Criticism and interpretation', 'Literature and society -- England -- History -- 20th century', 'Power (Social sciences) in literature', 'Gender identity in literature', 'Sex role in literature', 'Drama -- Social aspects']",,,Gender and power in the plays of Harold Pinter,,,,/type/edition,,,,,,,[{'key': '/works/OL2967760W'}]
0,[{'key': '/authors/OL69321A'}],Robert Fraser.,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['843/.912'],,,,,,,,['620118'],,['4467143'],,['0312103646'],,,/books/OL1417292M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T02:57:07.501496,5,['PQ2631.R63 Z599 1994'],['93026913'],,,,/type/text,Includes bibliographical references (p. 300-315) and index.,320.0,,,,,"xv, 320 p. :",,,nyu,1994,"['New York, N.Y']","[""St. Martin's Press""]",5,,,['France.'],"['19th century', '19th century.', '20th century.']","['Proust, Marcel, 1871-1922 -- Knowledge -- Literature.', 'English prose literature -- 19th century -- Appreciation -- France.', 'American prose literature -- 19th century -- Appreciation -- France.', 'French fiction -- American influences.', 'French fiction -- English influences.', 'Memory in literature.', 'Time in literature.', 'Literary form -- History -- 19th century.', 'Literary form -- History -- 20th century.']",the lamp of memory,,Proust and the Victorians,,,,/type/edition,['Publisher description'],['http://www.loc.gov/catdir/description/hol054/93026913.html'],['http://www.loc.gov/catdir/description/hol054/93026913.html'],,,,[{'key': '/works/OL820457W'}]
0,[{'key': '/authors/OL717087A'}],by Teresa Whitten.,,,,,/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"Sixteen-year-old Jeanne, who has a poor self-image because of her weight problem, gains a new perspective through friendship with a blind boy.",['[Fic]'],,,,,['Fiction.'],,,['3603215'],,,,['0819882143'],,,/books/OL1417418M,[{'key': '/languages/eng'}],/type/datetime,2011-04-26T13:49:13.140801,4,['PZ7.W61784 Wi 1993'],['93027044'],,,,,,162.0,,,['28888245'],,162 p. ;,,,mau,1993,"['Boston, MA']",['St. Paul Books & Media'],4,,,,,"['Weight control -- Fiction.', 'Self-perception -- Fiction.', 'Blind -- Fiction.', 'People with disabilities -- Fiction.']",,,With the eyes of the heart,,,,/type/edition,,,,,,,[{'key': '/works/OL3935351W'}]
0,[{'key': '/authors/OL29334A'}],Ellen Howard ; illustrated by Ronald Himler.,"['Himler, Ronald, ill.']",,,[7002313],/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"Orphaned by her mother's death, Edith goes to live with her older sister and her dour husband in their stern Christian farming household, where the strain of adjusting seems to aggravate her epileptic seizures.",['[Fic]'],1st Aladdin Books ed.,,,,,['IA112916'],['edithherself00howa'],['898735'],,['2251337'],,['0689717954'],,,/books/OL1418235M,[{'key': '/languages/eng'}],/type/datetime,2012-01-05T10:48:14.290066,7,['PZ7.H83274 Ed 1994'],['93028061'],,,,/type/text,"""A Jean Karl book.""",131.0,edithherself00howa,,['28708879'],,131 p. :,,,nyu,1994,"['New York', 'Toronto', 'New York']","['Aladdin Books', 'Maxwell Macmillan Canada', 'Maxwell Macmillan International']",7,,"['marc:marc_records_scriblio_net/part23.dat:116657940:1070', 'ia:edithherself00howa']",,,"['Epilepsy -- Fiction', 'Farm life -- Fiction', 'Orphans -- Fiction']",,,Edith herself,,,,/type/edition,,,,,,,[{'key': '/works/OL93472W'}]
0,[{'key': '/authors/OL30248A'}],words and pictures by Nina Laden.,,,,"[7357142, 7357141, 599425, -1]",/type/datetime,2008-04-01T03:28:50.625462,,/type/text,A boy follows his dog one night to see what exactly dogs do at night when they're on their own.,['[E]'],,,,,,,,['406625'],,['529530'],,['0811806472'],,,/books/OL1420870M,[{'key': '/languages/eng'}],/type/datetime,2015-07-20T01:25:39.679577,11,['PZ7.L13735 Ni 1994'],['93031008'],,,,,,,,,,,1 v. (unpaged) :,,,cau,1994,['San Francisco'],['Chronicle Books ; Distributed in Canada by Raincoast Books'],11,,"['marc:marc_records_scriblio_net/part23.dat:118985307:804', 'marc:CollingswoodLibraryMarcDump10-27-2008/Collingswood.out:14626361:1406', 'marc:marc_loc_updates/v35.i20.records.utf8:3759975:905']",,,"['Dogs -- Fiction', 'Imagination -- Fiction', 'Night -- Fiction']",,,The night I followed the dog,,,,/type/edition,,,,,,,[{'key': '/works/OL483283W'}]
0,[{'key': '/authors/OL22768A'}],by Willo Davis Roberts.,,,,[433745],/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"Rob admits having seen a murder, but no one believes him--except the murderer.",['[Fic]'],3rd Aladdin Books ed.,,,,,['IA178201'],['viewfromcherrytr00robe_0'],['823315'],,['1048365'],,['0689717849'],,,/books/OL1421019M,[{'key': '/languages/eng'}],/type/datetime,2012-05-11T02:30:56.726824,7,['PZ7.R54465 Vi 1993'],['93031170'],,,,/type/text,"""Aladdin books""",181.0,viewfromcherrytr00robe_0,,,,181 p. ;,,,nyu,1993,"['New York', 'Toronto', 'New York']","['Aladdin Books', 'Maxwell Macmillan Canada', 'Maxwell Macmillan International']",7,,"['marc:marc_records_scriblio_net/part23.dat:119115070:832', 'ia:viewfromcherrytr00robe_0']",,,['Mystery and detective stories'],,,The view from the cherry tree,,,,/type/edition,,,,,,,[{'key': '/works/OL13325W'}]
0,[{'key': '/authors/OL26698A'}],Steven Shankman.,,,,"[3942467, 2345093]",/type/datetime,2008-04-01T03:28:50.625462,,,,['809'],,,,,,,,"['3439178', '1028377']",,['3480211'],,"['0271013222', '0271013230']",,,/books/OL1424452M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T03:05:05.914595,5,['PN81 .S375 1994'],['93035008'],,,,/type/text,"Text in English; appendix in Greek.
Includes bibliographical references and index.",331.0,,,,,"xviii, 331 p. ;",,,pau,1994,"['University Park, Pa']",['Pennsylvania State University Press'],5,,,,,"['Canon (Literature)', 'Literature -- History and criticism.']","reconsidering the Greco-Roman tradition, Homer to Valéry and beyond",,In search of the classic,,,,/type/edition,,,,,,,[{'key': '/works/OL455740W'}]
0,[{'key': '/authors/OL108022A'}],Howard Fast.,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.52'],,,,,,,,['3715170'],,['367896'],,['0816159041'],,,/books/OL1424795M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T03:05:05.914595,4,['PS3511.A784 T54 1994'],['93035742'],,,,,,274.0,,,,,274 p. (large print) ;,,,meu,1994,"['Thorndike, Me']",['G.K. Hall'],4,,,,,"['Trials (Abortion) -- Fiction.', 'Large type books.']",,,trial of Abigail Goodman,The ,,,/type/edition,,,,,,,[{'key': '/works/OL1067096W'}]
0,[{'key': '/authors/OL580633A'}],Nancy Simpson Levene.,,,,,/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"Stories featuring the high-spirited Alex, her family and friends, demonstrate what it means to be a good Christian. Questions follow each story.",['[Fic]'],,,,,,,,['658450'],,['3702906'],,['0781401038'],,,/books/OL1425222M,[{'key': '/languages/eng'}],/type/datetime,2011-04-26T13:49:13.140801,6,['PZ7.L5724 Ci 1994'],['93036195'],,,,/type/text,"""3""--P. [4] of cover.
""7-10""--P. [4] of cover.
At head of title: Alex.
""Alex devotions""--Cover.",190.0,,,['28890054'],,190 p. :,,,ilu,1994,"['Elgin, IL']",['Chariot Books'],6,,"['marc:marc_records_scriblio_net/part23.dat:122843456:966', 'marc:marc_loc_updates/v38.i04.records.utf8:2785023:966']",,,"['Christian life -- Fiction', 'Conduct of life -- Fiction', 'Family life -- Fiction']",,,Chocolate chips and trumpet tricks,,,,/type/edition,,,,,,,[{'key': '/works/OL3481088W'}]
0,[{'key': '/authors/OL720501A'}],T.J. Lustig.,,,,,,,,,,['813/.4'],,,,,,,,['4897178'],,,,['052145378X'],,,/books/OL1427673M,[{'key': '/languages/eng'}],/type/datetime,2010-04-16T03:44:31.051398,4,['PS2127.O25 L87 1994'],['93038835'],,,,/type/text,Includes bibliographical references (p. 282-307) and index.,317.0,,,,,"xi, 317 p. ;",,,enk,1994,"['Cambridge', 'New York']",['Cambridge University Press'],4,,,,,"['James, Henry, 1843-1916 -- Knowledge -- Occultism.', 'Ghost stories, American -- History and criticism.', 'Occultism in literature.']",,,Henry James and the ghostly,,,,/type/edition,"['Table of contents', 'Publisher description']","['http://www.loc.gov/catdir/toc/cam023/93038835.html', 'http://www.loc.gov/catdir/description/cam026/93038835.html']","['http://www.loc.gov/catdir/toc/cam023/93038835.html', 'http://www.loc.gov/catdir/description/cam026/93038835.html']",,,,[{'key': '/works/OL3949570W'}]
0,[{'key': '/authors/OL526528A'}],Carolyn Haines.,,,,[6970135],/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],,,,,['Fiction.'],['IA140918'],['summerofredeemer00hain'],['3364737'],,['359256'],,['0525937870'],,,/books/OL1427736M,[{'key': '/languages/eng'}],/type/datetime,2011-11-19T22:29:39.507093,7,['PS3558.A329 S86 1994'],['93038901'],,,,,,391.0,summerofredeemer00hain,,['29310652'],,391 p. ;,,,nyu,1994,"['New York, N.Y., U.S.A']",['Dutton'],7,,['ia:summerofredeemer00hain'],['Mississippi'],,"['Teenage girls -- Fiction.', 'Infants -- Crimes against -- Fiction.', 'Female friendship -- Fiction.', 'Cults -- Fiction.', 'Mississippi -- Fiction.']",,,Summer of the redeemers,,,,/type/edition,,,,,,,[{'key': '/works/OL3232025W'}]
0,[{'key': '/authors/OL721460A'}],James F. English.,,,,[3945097],,,,,,['827.009'],,,,,,,,['3568506'],,,,['0801429536'],,,/books/OL1430660M,[{'key': '/languages/eng'}],/type/datetime,2010-04-16T03:44:31.051398,4,['PR937 .E54 1994'],['93042073'],,,,/type/text,Includes bibliographical references (p. 239-259) and index.,269.0,,,,,"xii, 269 p. ;",,,nyu,1994,"['Ithaca, N.Y']",['Cornell University Press'],4,,,['Great Britain'],"['20th century', '20th century.']","['English literature -- 20th century -- History and criticism.', 'Community life -- Political aspects -- Great Britain -- History -- 20th century.', 'Politics and literature -- Great Britain -- History -- 20th century.', 'Humorous stories, English -- History and criticism.', 'English wit and humor -- History and criticism.', 'Comic, The, in literature.']","literature, humor, and the politics of community in twentieth-century Britain",,Comic transactions,,,,/type/edition,,,,,,,[{'key': '/works/OL3953583W'}]
0,[{'key': '/authors/OL578925A'}],by Janet Quin-Harkin.,,,,,/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"Two best friends find they have a lot to learn about friendship, boys, and life in general when they go from their small town to high school in Phoenix.",['[Fic]'],,,,,,,,['1259137'],,['3940154'],,['0816734143'],,,/books/OL1430835M,[{'key': '/languages/eng'}],/type/datetime,2014-07-31T12:24:27.786993,7,['PZ7.Q419 Gi 1994'],['93042260'],,,,,,172.0,gingersfirstkiss00quin,,['29566225'],,172 p. ;,,,nju,1994,"['Mahwah, N.J']",['Troll Associates'],7,"['The Boyfriend Club ;', '#1']",['ia:gingersfirstkiss00quin'],,,"['High schools -- Fiction.', 'Schools -- Fiction.', 'Friendship -- Fiction.']",,,Ginger's first kiss,,,,/type/edition,,,,,,,[{'key': '/works/OL3473074W'}]
0,[{'key': '/authors/OL722955A'}],Mary Ferrari.,,,,"[3946309, 2081565]",/type/datetime,2008-04-01T03:28:50.625462,,,,['811/.54'],,,,,,,,"['4801836', '1627817']",,,,"['1882413059', '1882413040']",,,/books/OL1435186M,[{'key': '/languages/eng'}],/type/datetime,2010-04-16T03:44:31.051398,7,['PS3556.E7253 W48 1994'],['93047148'],,,,,,125.0,,,,,125 p. ;,,,nyu,1994,"['Brooklyn, N.Y']",['Hanging Loose Press'],7,,"['marc:marc_records_scriblio_net/part23.dat:131686449:565', 'marc:marc_cca/b10621386.out:32991815:688']",,,,new and selected poems,,Why the sun cannot set,,,,/type/edition,,,,,,,[{'key': '/works/OL3959074W'}]
0,[{'key': '/authors/OL34574A'}],by Jill Barklem.,,,,[259587],/type/datetime,2008-04-01T03:28:50.625462,,/type/text,Dusty surprises Poppy with a new house on the day their babies receive names from Old Vole.,['[E]'],,,,,,,,['421609'],,['51340'],,['0399227431'],,,/books/OL1437809M,[{'key': '/languages/eng'}],/type/datetime,2011-04-26T13:49:13.140801,6,['PZ7.B25058 Po 1995'],['93050807'],,,,/type/text,"""Originally published in 1994 by HarperCollins Publishers, Ltd.,London"".",,,,['29702724'],,1 v. (unpaged) :,,,nyu,1995,['New York'],['Philomel Books'],6,['Brambly Hedge'],['marc:marc_records_scriblio_net/part23.dat:134012046:887'],,,"['Mice -- Fiction', 'Babies -- Fiction', 'Dwellings -- Fiction']",,,Poppy's babies,,,,/type/edition,,,,,,,[{'key': '/works/OL53741W'}]
0,[{'key': '/authors/OL22991A'}],Rosmarie Waldrop.,,,,[3947810],/type/datetime,2008-04-01T03:28:50.625462,,,,['811/.54'],,,,,,,,['1617510'],,['9019826'],,['0927920042'],,,/books/OL1438189M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T03:20:45.412240,8,['PS3573.A4234 L39 1993'],['93060165'],,,,,,79.0,,,['28373133'],,79 p. ;,,,riu,1993,"['Providence', '[New York']","['Tender Buttons', 'Segue, distributor]']",8,,"['marc:marc_records_scriblio_net/part23.dat:134349080:589', 'marc:marc_cca/b10621386.out:33655096:678']",,,,,,Lawn of excluded middle,,,,/type/edition,,,,,,,[{'key': '/works/OL15197701W'}]
0,[{'key': '/authors/OL94952A'}],"Júlia Lopes de Almeida ; atualização do texto, introdução e notas, Peggy Sharpe.","['Sharpe-Valadares, Peggy.']",,,[3715829],/type/datetime,2008-04-01T03:28:50.625462,,,,['869.3/3'],,,,,,,,['3725331'],,,,['858650114X'],,,/books/OL143896M,[{'key': '/languages/por'}],/type/datetime,2010-04-13T10:22:57.839203,5,['PQ9697.L74 V58 1999'],['99888024'],,,,/type/text,"Originally published: Lisboa : A.M. Pereira, 1897.",214.0,,,,,214 p. ;,,,bl ,1999,"['[Florianópolis, Santa Catarina, Brazil]', 'Santa Cruz do Sul, RS']","['Mulheres', 'EDUNISC']",5,,"['marc:marc_records_scriblio_net/part28.dat:100870812:753', 'marc:marc_loc_updates/v37.i10.records.utf8:3633471:752']",,,,,,viúva Simões,A ,,,/type/edition,,,,,,,[{'key': '/works/OL1012297W'}]
0,[{'key': '/authors/OL724817A'}],Rick Blechta.,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],1st ed.,,,,,,,['1483120'],,['5317957'],,"['0963255452', '0963255444']",,,/books/OL1440124M,[{'key': '/languages/eng'}],/type/datetime,2011-10-22T02:19:01.302943,6,['PS3552.L417 L37 1993'],['93071422'],,,,,,299.0,,,,,299 p. ;,,,onc,1993,"['Toronto', 'Scarsdale, N.Y']",['Castlefield Press'],6,,"['marc:marc_loc_updates/v39.i36.records.utf8:1676085:683', 'marc:marc_loc_updates/v39.i37.records.utf8:1812575:683']",,,['Violinists -- Fiction.'],,,The lark ascending,,,,/type/edition,,,,,,,[{'key': '/works/OL3965899W'}]
0,[{'key': '/authors/OL726296A'}],by Cathy Marks ; illustrated by S.I. Artists,['S.I. Artists (Group)'],,,"[2359165, 166128]",/type/datetime,2008-04-01T03:28:50.625462,,,,['[E]'],,,,,,['IA114304'],,['714469'],,['7612911'],,['0307128229'],,,/books/OL1443770M,[{'key': '/languages/eng'}],/type/datetime,2011-08-11T23:40:24.926763,9,['PZ7.M34183 Dan 1995'],['93079213'],,,,/type/text,"""Dear Barbie.""

""A Golden book, New York.""

""Golden books.""",,danceballerina00mark,,['34352192'],,1 v. (unpaged) ;,,,wiu,1995,"['Racine, Wis']",['Western Pub. Co.'],9,['A Golden look-look book'],['ia:danceballerina00mark'],,,"['Ballet dancing -- Fiction.', 'Dolls -- Fiction.']",,,"Dance, ballerina",,,,/type/edition,,,,,,,[{'key': '/works/OL3970646W'}]
0,[{'key': '/authors/OL346122A'}],written by Michaela Muntean ; illustrated by David Prebenna.,"['Prebenna, David, ill.']",,,,/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"When Mr. Hays takes his play group to visit the baby animals on a farm, Elmo decides that he wants to be each animal, but he changes his mind as they leave.",['[E]'],,,,,,,,['1544467'],,['4505972'],,['030714352X'],,,/books/OL1444263M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T03:26:19.305957,4,['PZ7.M929 Ej 1994'],['93080050'],,,,/type/text,"At head of title: CTW Sesame Street.
""A Sesame Street/Golden Press book.""",,,,,,1 v. (unpaged) :,,,wiu,1994,"['[Racine, Wis.]']",['Western Pub. Co.'],4,,,,,"['Domestic animals -- Fiction.', 'Animals -- Infancy -- Fiction.', 'Farm life -- Fiction.', 'Puppets -- Fiction.']",,,Elmo and the baby animals,,,,/type/edition,,,,,,,[{'key': '/works/OL2478624W'}]
0,[{'key': '/authors/OL27669A'}],"written by Erica Farber, J.R. Sansevere.","['Sansevere, John R.']",,,,/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"Even though LC's dog, Yo Yo, does not obey very well, LC and the Critter Kids decide to enter him in a dog show to try to win money for their club.",['[Fic]'],,,,,,,,"['3206969', '3354680']",,['1626894'],,"['0307159817', '030765981X']",,,/books/OL1444494M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T03:26:19.305957,3,['PZ7.F22275 To 1994'],['93080455'],,,,/type/text,"2.3.
""A Golden book, New York.""",68.0,,,['31327311'],,68 p. :,,,wiu,1994,"['Racine, Wis']",['Western Pub. Co.'],3,"[""Mercer Mayer's LC & the Critter Kids"", 'Mini novel ;', '#3']",,,,"['Dogs -- Fiction.', 'Clubs -- Fiction.']",,,Top dog,,,,/type/edition,,,,,,,
0,[{'key': '/authors/OL662246A'}],"Barbara Slate ; illustrated by Art Ruiz, Nancy Stevenson, and Josie Yee.","['Ruiz, Art, ill.', 'Stevenson, Nancy W., ill.', 'Yee, Josie, ill.']",,,[2360142],/type/datetime,2008-04-01T03:28:50.625462,,,,['[E]'],,,,,,['IA110215'],,['5153756'],,['1338233'],,['0307302792'],,,/books/OL1444717M,[{'key': '/languages/eng'}],/type/datetime,2011-08-11T21:58:18.649377,8,['PZ7.S62885 Bav 1995'],['93080839'],,,,/type/text,"""A golden book, New York.""",,barbiesoccercoac00slat,,['36910080'],,1 v. (unpaged) :,,,wiu,1995,"['Racine, Wis']",['Western Pub. Co.'],8,['A little golden book'],,,,"['Soccer -- Fiction.', 'Sportsmanship -- Fiction.', 'Dolls -- Fiction.']",,,"Barbie, soccer coach",,,,/type/edition,,,,,,,[{'key': '/works/OL3763027W'}]
0,[{'key': '/authors/OL328015A'}],"concept, story, and pictures by Amye Rosenberg.",,,,[289080],/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"When a grumpy old wizard makes the royal Christmas tree disappear, Queen Josephine must find a way to get it back.",['[E]'],1st ed.,,,,,['IA119322'],,['837947'],,['7156946'],,['0448405792'],,,/books/OL1445013M,[{'key': '/languages/eng'}],/type/datetime,2011-08-12T03:27:01.085865,7,['PZ7.R71877 Mag 1994'],['93081368'],,,,/type/text,"""For ages 3 and up""--Cover.",,magicmerrychrist00rose,,['31413737'],,1 v. (unpaged) :,,,nyu,1994,['New York'],['Grosset & Dunlap'],7,,,,,"['Christmas -- Fiction', 'Kings, queens, rulers, etc. -- Fiction', 'Wizards -- Fiction', 'Animals -- Fiction']",,,A magic merry Christmas!,,,,/type/edition,,,,,,,[{'key': '/works/OL2395143W'}]
0,[{'key': '/authors/OL621738A'}],Rosa Liksom ; translated by Anselm Hollo.,"['Hollo, Anselm.']",,,[3949110],/type/datetime,2008-04-01T03:28:50.625462,,,,['894/.54133'],,,,,,,,['981141'],,['2344721'],,['1852422920'],,,/books/OL1445787M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T03:27:09.884299,5,['PH355.L4899 Y4313 1993'],['93084269'],,,,,,120.0,,,['29301346'],,120 p. ;,,,enk,1993,"['London', 'New York, NY']","[""Serpent's Tail""]",5,['Masks'],,,,,,,One night stands,,,,/type/edition,,,,,['Yhden yön pysäkki.'],,[{'key': '/works/OL3638887W'}]
