,authors,by_statement,classifications.udc,contributions,contributors,copyright_date,covers,created.type,created.value,description,description.type,description.value,dewey_decimal_class,edition_name,first_sentence.type,first_sentence.value,full_title,genres,ia_box_id,ia_loaded_id,"identifiers.bodleian,_oxford_university",identifiers.british_library,identifiers.goodreads,identifiers.librarything,identifiers.shelfari,isbn_10,isbn_13,isbn_invalid,key,languages,last_modified.type,last_modified.value,latest_revision,lc_classifications,lccn,links,location,notes,notes.type,notes.value,number_of_pages,ocaid,oclc_number,oclc_numbers,other_titles,pagination,physical_dimensions,physical_format,publish_country,publish_date,publish_places,publishers,revision,series,source_records,subject_place,subject_time,subjects,subtitle,table_of_contents,title,title_prefix,type.key,uri_descriptions,uris,url,weight,work_title,work_titles,works
0,[{'key': '/authors/OL231805A'}],Therese Szymanski.,,,,,[795862],/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],1st ed.,,,,,['IA171801'],['whendeadspeakth000szym'],,,['723110'],['1382123'],,['1562801988'],,,/books/OL703655M,[{'key': '/languages/eng'}],/type/datetime,2012-03-12T03:55:05.781918,9,['PS3569.Z94 W5 1998'],['97052959'],,,,,,207.0,whendeadspeakth000szym,,['38130804'],,207 p. ;,,,flu,1998,"['Tallahassee, Fla']",['Naiad Press'],9,,"['ia:whendeadspeakthe00szym', 'ia:whendeadspeakth000szym']",,,['Lesbians -- Fiction.'],the second Brett Higgins mystery,,When the dead speak,,/type/edition,,,,,,,[{'key': '/works/OL1932447W'}]
0,[{'key': '/authors/OL404835A'}],by Carol Duerksen & Maynard Knepp.,,"['Knepp, Maynard.']",,,[1695835],/type/datetime,2008-04-01T03:28:50.625462,,,,['[Fic]'],,,,,,,,,,['1645663'],['5537266'],,['096485256X'],,,/books/OL704834M,[{'key': '/languages/eng'}],/type/datetime,2010-07-30T20:29:21.619610,5,['PZ7.D86885 Tw 1997'],['97061694'],,,,,,183.0,,,['37832828'],,183 p. ;,,,ksu,1997,"['Hillsboro, KS']",['WillowSpring Downs'],5,"['Skye series ;', '1']",,,,"['Twins -- Fiction.', 'Amish -- Fiction.', 'Mennonites -- Fiction.', 'Christian life -- Fiction.']",,,Twins,,/type/edition,,,,,,,[{'key': '/works/OL2757521W'}]
0,[{'key': '/authors/OL405245A'}],Medbh McGuckian.,,,,,[3793897],/type/datetime,2008-04-01T03:28:50.625462,,,,['821/.914'],1st U.S. ed.,,,,['Poetry.'],,,,,['410381'],['2083653'],,['0916390780'],,,/books/OL704971M,[{'key': '/languages/eng'}],/type/datetime,2011-04-22T19:11:55.632610,6,['PR6063.C5 A6 1997b'],['97061933'],,,,,,94.0,,,['38438805'],,94 p. ;,,,ncu,1997,['Winston-Salem'],['Wake Forest University Press'],6,,,['Northern Ireland'],,['Northern Ireland -- Poetry.'],,,"Selected poems, 1978-1994",,/type/edition,,,,,['Poems.'],,[{'key': '/works/OL2759263W'}]
0,[{'key': '/authors/OL405360A'}],story and illustrations by Andrew Hegeman.,,,,,[2094238],/type/datetime,2008-04-01T03:28:50.625462,,,,['[E]'],1st ed.,,,,['Fiction.'],,,,,['4970156'],['9520712'],,['189081704X'],,,/books/OL705172M,[{'key': '/languages/eng'}],/type/datetime,2011-04-22T19:11:55.632610,6,['PZ7.H3592 Las 1998'],['97062304'],,,,,,,,,['40802735'],,1 v. (unpaged) :,,,flu,1998,"['[Delray Beach, FL]']",['Winslow Press'],6,,,,,"['Dinosaurs as pets -- Fiction.', 'Pets -- Fiction.']",,,The last dinosaur egg,,/type/edition,,,,,,,[{'key': '/works/OL2759704W'}]
0,[{'key': '/authors/OL406736A'}],by Julie Winterbottom ; illustrated by Matt Stoddart.,,"['Stoddart, Matthew, ill.']",,,"[5055955, 3794555]",/type/datetime,2008-04-01T03:28:50.625462,,,,['[E]'],,,,,,,,,,['4296462'],,,['0307130118'],,,/books/OL707912M,[{'key': '/languages/eng'}],/type/datetime,2011-04-22T19:11:55.632610,5,['PZ7.W7645 Ch 1997'],['97070240'],,,,/type/text,"""A golden book, New York.""
""Big Bag.""",,,,['39746739'],,1 v. (unpaged) :,,,nyu,1997,"['Racine, Wis']",['Golden Books Pub. Co.'],5,['A golden super shape book'],,,,"['Toys -- Fiction.', 'Imagination -- Fiction.', 'Play -- Fiction.']",,,Chelli the great explorer,,/type/edition,,,,,,,[{'key': '/works/OL2765644W'}]
0,[{'key': '/authors/OL22084A'}],by Alexander Steele ; Wishbone created by Rick Duffield.,,"['Duffield, Rick.', 'Melville, Herman, 1819-1891.']",,,[817772],/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"While pursuing the stranger who ran off with Joe's basketball, Wishbone imagines himself to be the young sailor Ishmael on Captain Ahab's whaling ship chasing the great white whale, Moby Dick, across the seven seas.",['[Fic]'],,,,,,,,,,['347885'],['473090'],,['1570643059'],,,/books/OL709947M,[{'key': '/languages/eng'}],/type/datetime,2010-07-30T20:34:24.997461,5,['PZ7.S81446 Mo 1998'],['97073759'],,,,/type/text,"""RL: 4+""--P. [4] of cover.
""008-012""--P. [4] of cover.
""Inspired by Moby Dick by Herman Melville.""",143.0,,,['38481232'],['Wishbone (Television program)'],143 p. :,,,txu,1998,"['Allen, TX']",['Big Red Chair Books'],5,"['The adventures of Wishbone ;', '#10']",['marc:marc_records_scriblio_net/part26.dat:161084708:1286'],,,"['Dogs -- Fiction', 'Whales -- Fiction', 'Whaling -- Fiction', 'Sea stories']",,,Moby Dog,,/type/edition,,,,,,,[{'key': '/works/OL137979W'}]
0,[{'key': '/authors/OL37565A'}],Susan K. Baggette ; photos by William J. Moriarty.,,"['Moriarty, William J., ill.']",,,[1698767],/type/datetime,2008-04-01T03:28:50.625462,,,,['[E]'],1st ed.,,,,,,,,,['4282672'],,,['0966017234'],,,/books/OL710659M,[{'key': '/languages/eng'}],/type/datetime,2011-04-22T19:11:55.632610,5,['PZ7.B14025 Jo 1998'],['97075090'],,,,/type/text,On board pages.,,,,['38891336'],,1 v. (unpaged) :,,,vau,1998,"['Sterling, Va']",['Brookfield Reader'],5,,,,,['Libraries -- Fiction.'],,,Jonathan goes to the library,,/type/edition,,,,,,,[{'key': '/works/OL532917W'}]
0,[{'key': '/authors/OL24310A'}],,,,,,"[1175000, 188155]",/type/datetime,2008-04-01T03:28:50.625462,"When the quarters which Arthur has collected for Mrs. MacGrady's charity drive disappear, Buster attempts to solve the mystery and prove his friend's innocence.",,,['[E]'],1st ed.,,,,,['IA179001'],['arthuraccused00brow_0'],,,"['5150818', '2056404']",['1903810'],,"['0316115541', '0316115568']",['719122003959'],,/books/OL710992M,[{'key': '/languages/eng'}],/type/datetime,2014-07-12T23:04:43.420219,11,['PZ7.B81618 Ae 1998'],['97075722'],,,"""RL: 3.0""--P. [4] of cover.",,,58.0,arthuraccused00brow_0,,['38991937'],,58 p. :,,Paperback,mau,1998,"['Boston, Mass']","['Little, Brown, and Co.']",11,['An Arthur Chapter Book #05'],"['marc:marc_records_scriblio_net/part26.dat:162013811:1055', 'ia:arthuraccused00brow_0']",,,"['Schools -- Fiction', 'Mystery and detective stories']",,,Arthur Accused!,,/type/edition,,,,,,,[{'key': '/works/OL18850W'}]
0,[{'key': '/authors/OL36185A'}],by Catherine McCafferty ; illustrated by Darrell Baker,,"['Baker, Darrell, ill.']",,,[3795541],/type/datetime,2008-04-01T03:28:50.625462,,/type/text,Rabbit has a bad morning and upsets his friends.,['[E]'],,,,,['Fiction.'],['IA116004'],,,,['3149215'],['792293'],,['0307103439'],,,/books/OL711546M,[{'key': '/languages/eng'}],/type/datetime,2011-08-12T02:41:11.134465,8,['PZ7.M122817 Ju 1998'],['97076893'],,,,/type/text,"""Pooh.""",24.0,justbenicesayyou00mcca,,['39337494'],,[24] p. :,,,nyu,1998,['New York'],['Golden Books'],8,['A golden super shape book'],['ia:justbenicesayyou00mcca'],,,"['Behavior -- Fiction.', 'Friendship -- Fiction.', 'Rabbits -- Fiction.', 'Toys -- Fiction.']",,,Just be nice and say you're sorry,,/type/edition,,,,,,,[{'key': '/works/OL519001W'}]
0,[{'key': '/authors/OL408821A'}],by Kenneth P. Neilson.,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['814/.54'],,,,,['Poetry.'],,,,,['4582290'],,,['0935580123'],,,/books/OL712194M,[{'key': '/languages/eng'}],/type/datetime,2011-04-22T19:11:55.632610,4,['PS3564.E347 L36 1998'],['97078182'],,,,/type/text,"Articles and poems originally published in the New York voice, inc./Harlem USA between 1984 and 1998.",78.0,,,['42393690'],,78 leaves :,,,nyu,1998,"['Hollis, N.Y']",['All Seasons Art'],4,,,['New York (State)'],,"['Hughes, Langston, 1902-1967.', 'African Americans -- Poetry.', 'African American arts -- New York (State)']",,,"Langston Hughes update, other articles, and poems",,/type/edition,,,,,,,[{'key': '/works/OL2775395W'}]
0,[{'key': '/authors/OL247572A'}],Lana Wolkonsky.,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['811/.54'],1st ed.,,,,,,,,,['5037067'],,,['0965330648'],,,/books/OL713474M,[{'key': '/languages/eng'}],/type/datetime,2011-04-22T19:11:55.632610,4,['PS3573.O5654 A613 1997'],['97090778'],,,,,,61.0,,,['40682111'],['Trellis'],61 p. ;,,,nyu,1997,['[New York]'],['L. Wolkonsky'],4,,,,,,poems,,"1/5, the trellis",,/type/edition,,,,,,,[{'key': '/works/OL2042839W'}]
0,,edited by Gail Fincham and Myrtle Hooper.,,"['Fincham, Gail.', 'Hooper, Myrtle.']",,,"[4676046, 3796305]",/type/datetime,2008-04-01T03:28:50.625462,,,,['823/.912'],,,,,,,,,,['141139'],,,['0799216488'],,,/books/OL715313M,[{'key': '/languages/eng'}],/type/datetime,2010-04-14T02:50:12.963375,3,['PR6005.O4 Z8875 1996'],['97100706'],,,,/type/text,Includes bibliographical references and index.,216.0,,,,,"xxx, 216 p. ;",,,sa ,1996,"['Rondebosch, South Africa']",['UCT Press'],3,,,,,"['Conrad, Joseph, 1857-1924 -- Political and social views.', 'Political fiction, English -- History and criticism.', 'Postcolonialism in literature.', 'Imperialism in literature.', 'Colonies in literature.', 'Literature and society.']",Joseph Conrad after empire,,Under postcolonial eyes,,/type/edition,,,,,,,
0,[{'key': '/authors/OL412296A'}],by Kevin Asher.,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['811/.54'],,,,,,,,,,['3598149'],,,['0965054802'],,,/books/OL718488M,[{'key': '/languages/eng'}],/type/datetime,2011-04-22T19:11:55.632610,4,['PS3551.S3746 T48 1995'],['97104675'],,,,,,,,,['36458342'],,1 v. (unpaged) :,,,miu,1995,"['[Leslie, Mich.]']",['K. Asher'],4,,,,,,,,This is me answering your last letter,,/type/edition,,,,,,,[{'key': '/works/OL2788324W'}]
0,[{'key': '/authors/OL413980A'}],Seaborn Jones.,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['811/.54'],,,,,,,,,,['3866901'],['2053216'],,['0963836447'],,,/books/OL721938M,[{'key': '/languages/eng'}],/type/datetime,2010-07-30T20:39:29.645524,4,['PS3560.O535 L67 1996'],['97109096'],,,,,,78.0,,,,,78 p. ;,,,gau,1996,"['Valdosta, Ga']",['Snake Nation Press'],4,,,,,,,,Lost keys,,/type/edition,,,,,,,[{'key': '/works/OL2795298W'}]
0,[{'key': '/authors/OL416388A'}],Frank Göhre.,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['833/.914'],Originalausg.,,,,,,,,,['5880570'],,,['3499431718'],,,/books/OL726953M,[{'key': '/languages/ger'}],/type/datetime,2010-04-13T01:37:14.886814,3,['PT2667.O39 R58 1996'],['97115472'],,,,,,165.0,,,,,165 p. ;,,,gw ,1996,['Reinbek bei Hamburg'],['Rowohlt'],3,"['Rororo Thriller ;', '3171']",,,,,,,Ritterspiele,,/type/edition,,,,,,,[{'key': '/works/OL2805509W'}]
0,,herausgegeben von Ulfert Ricklefs.,,"['Ricklefs, Ulfert.']",,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['803'],Orig.-Ausg.,,,,,,,,,['4811286'],['2374593'],,"['3596245656', '3596245664', '3596245672']",,,/books/OL727785M,[{'key': '/languages/ger'}],/type/datetime,2010-07-30T20:41:19.717029,3,['PN41 .F56 1996'],['97116541'],,,,/type/text,"Includes bibliographical references and index.
""Fischer Taschenbücher.""",,,,,,3 v. ;,,,gw ,1996,['Frankfurt am Main'],['Fischer Taschenbuch'],3,,,,,['Literature -- Dictionaries -- German.'],,"[{'value': 'Bd. 1. A-F', 'type': '/type/text'}, {'value': 'Bd. 2. G-M', 'type': '/type/text'}, {'value': 'Bd. 3. N-Z.', 'type': '/type/text'}, {'value': '', 'type': '/type/text'}]",Fischer Lexikon Literatur,Das ,/type/edition,,,,,,,
0,[{'key': '/authors/OL417488A'}],written by Roger Befeler ; illustrated by Jennifer Johnson Haywood.,,"['Haywood, Jennifer Johnson, ill.']",,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['[E]'],,,,,,,,,,['2653114'],['5903435'],,['0887434606'],,,/books/OL729211M,[{'key': '/languages/eng'}],/type/datetime,2011-04-22T19:11:55.632610,5,['PZ7.B388213 Tr 1996'],['97118268'],,,,,,,,,['36824973'],,1 v. (unpaged) :,,,miu,1996,"['Grand Haven, MI']",['School Zone Pub. Co.'],5,,,,,"['Pirates -- Fiction.', 'Buried treasure -- Fiction.']",,,Treasure hunt,,/type/edition,,,,,,,[{'key': '/works/OL2809579W'}]
0,[{'key': '/authors/OL423965A'}],Claire-Lise Tondeur.,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['843/.914'],,,,,,,,,,['466261'],,,['9042000856'],,,/books/OL742348M,[{'key': '/languages/fre'}],/type/datetime,2010-04-13T03:46:22.728967,3,['PQ2665.R67 Z86 1996'],['97134582'],,,,/type/text,Includes bibliographical references (p. 157-170).,171.0,,,,"['Annie Ernaux', 'Exil intérieur']",171 p. ;,,,ne ,1996,"['Amsterdam', 'Atlanta, GA']",['Rodopi'],3,"['Collection monographique Rodopi en littérature française contemporaine,', '28']",,,,"['Ernaux, Annie, 1940-  -- Criticism and interpretation.']",,,"Annie Ernaux, ou, L'exil intérieur",,/type/edition,,,,,,,[{'key': '/works/OL2834166W'}]
0,[{'key': '/authors/OL20988A'}],Julio Cortázar.,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"""Obras breves escritas entre la década de los 40s y 70s. Se destacan por su lenguaje poético y el uso de elementos del teatro del absurdo. La más interesante, por su vigencia, es Adiós, Robinson, en la que, desde una época contemporánea se reviven los personajes de la obra de Defoe""--Handbook of Latin American Studies, v. 58.",['862'],,,,,,,,,,['2488543'],['4570119'],,['842048279X'],,,/books/OL745594M,[{'key': '/languages/spa'}],/type/datetime,2010-07-30T20:46:34.601041,4,['PQ7797.C7145 A7 1995'],['97138622'],,,,,,170.0,,,,"['Adiós, Robinson']",170 p. ;,,,sp ,1995,['Madrid'],['Santillana'],4,['Biblioteca Cortázar'],,,,,,,"Adiós, Robinson y otras piezas breves",,/type/edition,,,,,,,[{'key': '/works/OL14860410W'}]
0,[{'key': '/authors/OL73160A'}],Fernando Pessoa ; organização e notas de Manuela Parreira da Silva ; [prefácio de Teresa Rita Lopes].,,"['Silva, Manuela Parreira da.']",,,,/type/datetime,2008-04-01T03:28:50.625462,,,,"['869.1/41', 'B']",,,,,,,,,,['2637270'],['4919684'],,['972240895X'],,,/books/OL747453M,[{'key': '/languages/por'}],/type/datetime,2010-07-30T20:47:28.392436,3,['PQ9261.P417 Z48 1996'],['97140930'],,,,/type/text,"Portuguese, English, and French.
Includes bibliographical references (p. 247-249) and indexes.",255.0,,,,,255 p. ;,,,po ,1996,['Lisboa'],['Livros Horizonte'],3,,,,['20th century'],"['Pessoa, Fernando, 1888-1935 -- Correspondence.', 'Authors, Portuguese -- 20th century -- Correspondence.']",,,Correspondência inédita,,/type/edition,,,,,['Correspondence.'],,
0,[{'key': '/authors/OL426657A'}],Josep Maria Llompart ; introducció i edició a cura de Maria Antònia Perelló Femenia.,,"['Perelló Femenia, Maria Antònia.']",,,,/type/datetime,2008-04-01T03:28:50.625462,,,,"['849/.909', 'B']",1. ed.,,,,,,,,,['2369581'],,,['8427310307'],,,/books/OL747707M,[{'key': '/languages/cat'}],/type/datetime,2010-04-13T04:28:37.347176,3,['PC3901 .L55 1996'],['97141241'],,,,,,250.0,,,,,250 p. :,,,sp ,1996,['Mallorca'],['Editorial Moll'],3,"['Col·lecció Tomir ;', '30', 'Col·lecció Tomir ;', 'no. 30.']",,,,"['Catalan literature -- History and criticism.', 'Catalan literature -- Bio-bibliography.']",,,nostres escriptors,Els ,/type/edition,,,,,,,[{'key': '/works/OL2843343W'}]
0,[{'key': '/authors/OL364828A'}],Stella Blackstone & Debbie Harter.,,"['Harter, Debbie.']",,,[1486690],/type/datetime,2008-04-01T03:28:50.625462,,,,['[E]'],1st ed.,,,,,,,,,['5713002'],['441949'],,['0789202913'],,,/books/OL751667M,[{'key': '/languages/eng'}],/type/datetime,2010-07-30T20:48:17.082759,5,['PZ8.3.B5735 Wk 1996'],['97146161'],,,,,,,,,['36002872'],,1 v. (unpaged) :,,,nyu,1996,['New York'],['Abbeville Kids'],5,,,,,"['Animals -- Fiction.', 'Questions and answers -- Fiction.', 'Stories in rhyme.']",,,Who are you?,,/type/edition,,,,,,,[{'key': '/works/OL2562457W'}]
0,[{'key': '/authors/OL429160A'}],written by Doug GeBraad ; illustrated by Scott Nash.,,"['Nash, Scott, 1959- ill.']",,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['[E]'],,,,,,,,,,['4581946'],['5506592'],,['0673757706'],,,/books/OL752604M,[{'key': '/languages/eng'}],/type/datetime,2011-04-22T19:11:55.632610,5,['PZ7.G2563 As 1996'],['97147360'],,,,/type/text,"""Little celebrations""--Cover.",24.0,,,['37705462'],,24 p. :,,,xxu,1996,['[United States]'],['Celebration Press'],5,,,,,['World records -- Fiction.'],,,Ashley's world record,,/type/edition,,,,,,,[{'key': '/works/OL2852798W'}]
0,[{'key': '/authors/OL432509A'}],Friedrich Rothe.,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,"['833/.8', 'B']",1. Aufl.,,,,['Biography.'],,,,,['1621828'],,,['3871342610'],,,/books/OL759436M,[{'key': '/languages/ger'}],/type/datetime,2010-04-13T06:14:52.282253,3,['PT2638.N Z84846 1997'],['97155986'],,,,,,151.0,,,,,151 p. :,,,gw ,1997,['Berlin'],['Rowohlt'],3,['Paare'],,"['Austria', 'Vienna']","['20th century', '20th century.']","['Schnitzler, Arthur, 1862-1931 -- Relations with women.', 'Sandrock, Adele, 1863-1937 -- Relations with men.', 'Authors, Austrian -- 20th century -- Biography.', 'Actors -- Austria -- Biography.', 'Theater -- Austria -- Vienna -- History -- 20th century.']",Theater über Theater,,Arthur Schnitzler und Adele Sandrock,,/type/edition,,,,,,,[{'key': '/works/OL2865868W'}]
0,[{'key': '/authors/OL433341A'}],José María Ferri Coll.,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['861/.309355'],,,,,,,,,,['5122256'],,,['8479082062'],,,/books/OL761116M,[{'key': '/languages/spa'}],/type/datetime,2010-04-13T06:33:02.314844,4,['PQ9081 .F47 1995'],['97158051'],,,,/type/text,Bibliography: p. 173-180.,180.0,,,['34237556'],,180 p. ;,,,sp ,1995,['[Alicante]'],['Universidad de Alicante'],4,,"['marc:marc_records_scriblio_net/part26.dat:207164871:899', 'marc:marc_loc_updates/v36.i31.records.utf8:3933663:1006']",,"['Classical period, 1500-1700']","['Spanish poetry -- Classical period, 1500-1700 -- History and criticism', 'Ruins in literature']",el tema de las ruinas en la poesía española del Siglo de Oro,,ciudades cantadas,Las ,/type/edition,,,,,,,[{'key': '/works/OL2870337W'}]
0,[{'key': '/authors/OL42135A'}],Paul & Henrietta Stickland,,"['Stickland, Henrietta']",,,[361027],/type/datetime,2008-04-01T03:28:50.625462,,,,['[E]'],Board book ed.,,,,,['IA114311'],,,,['661990'],['129504'],,['0525458344'],,,/books/OL762931M,[{'key': '/languages/eng'}],/type/datetime,2012-02-22T07:28:59.776353,9,['PZ8.3.S856 Di 1997'],['97160221'],,,,/type/text,"Cover title.

""Originally published in Great Britain, 1994, by Ragged Bears Limited, Hampshire, England""--P. [4] of cover.

On board pages.",,dinosaurroar00stic,,['37000385'],,1 v. (unpaged) :,,,nyu,1997,['New York'],['Dutton'],9,,"['ia:dinosaurroar00stic', 'marc:marc_loc_updates/v40.i08.records.utf8:4348232:1108']",,,"['Dinosaurs -- Fiction.', 'Stories in rhyme.']",,,Dinosaur roar!,,/type/edition,,,,,,,[{'key': '/works/OL577322W'}]
0,[{'key': '/authors/OL197212A'}],C.K. Stead.,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['823'],,,,,,,,,,['911122'],['486850'],,['0140263225'],,,/books/OL765040M,[{'key': '/languages/eng'}],/type/datetime,2010-07-30T20:51:56.023522,4,['PR9639.3.S7 V55 1997'],['97162813'],,,,,,210.0,,,,,210 p. ;,,,nz ,1997,"['Auckland', 'New York']",['Penguin Books'],4,,,,,,,,Villa Vittoria,,/type/edition,,,,,,,[{'key': '/works/OL1720339W'}]
0,[{'key': '/authors/OL359012A'}],Tracy Ryan.,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['823'],,,,,,,,,,['2499474'],['1689339'],,['1863681728'],,,/books/OL765211M,[{'key': '/languages/eng'}],/type/datetime,2010-07-30T20:51:56.023522,4,['PR9619.3.R895 V36 1997'],['97163030'],,,,,,187.0,,,['36701335'],,187 p. :,,,at ,1997,"['South Fremantle, W.A']",['Fremantle Arts Centre Press'],4,,,,,,a novel,,Vamp,,/type/edition,,,,,,,[{'key': '/works/OL2537221W'}]
0,[{'key': '/authors/OL435823A'}],Gérard Defaux.,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['843/.3'],,,,,,,,,,['509239'],,,['2600002022'],,,/books/OL766359M,[{'key': '/languages/fre'}],/type/datetime,2010-04-13T07:22:39.353318,3,"['PQ1692 .A25 t. 32', 'PQ1694 .A25 t. 32']",['97164462'],,,,/type/text,Includes bibliographical references (p. [573]-600) and index.,627.0,,,['37014144'],,627 p. ;,,,sz ,1997,['Genève'],['Libr. Droz'],3,"[""Travaux d'humanisme et Renaissance,"", 'no 309', 'Etudes rabelaisiennes ;', 't. 32']",,,,"['Rabelais, François, ca. 1490-1553? -- Criticism and interpretation.', 'Rabelais, François, ca. 1490-1553?', 'Rabelais, François, ca. 1490-1553?', 'Rabelais, François, ca. 1490-1553?']","du rieur au prophète : études sur Pantagruel, Gargantua, Le Quart livre",,Rabelais agonistes,,/type/edition,,,,,,,[{'key': '/works/OL2880258W'}]
0,[{'key': '/authors/OL56548A'}],Fernando Fernán-Gómez.,,,,,"[4903552, 3805503]",/type/datetime,2008-04-01T03:28:50.625462,,,,['863/.64'],2. ed.,,,,,,,,,['4323131'],['4987189'],,['8423976661'],,,/books/OL777274M,[{'key': '/languages/spa'}],/type/datetime,2010-07-30T20:55:17.907699,5,['PQ6656.E7113 S76 1997'],['97178405'],,,,,,309.0,,,,,309 p. ;,,,sp ,1997,['Madrid'],['Espasa'],5,['Espasa narrativa'],,,,,novela de amor,,Stop!,,/type/edition,,,,,,,[{'key': '/works/OL710063W'}]
0,[{'key': '/authors/OL24969A'}],written and illustrated by Robin Michal Koontz.,,,,,[1269616],/type/datetime,2008-04-01T03:28:50.625462,,/type/text,Chicago the rabbit and her friend the cat host a reunion of Rabbit's very large family.,['[E]'],1st ed.,,,,,,,,,['454128'],,,['0525652027'],,,/books/OL780849M,[{'key': '/languages/eng'}],/type/datetime,2011-04-22T19:13:48.931937,6,['PZ7.K83574 Ck 1996'],['95012734'],,,,/type/text,"""A Little chapter book.""",,,,['32469606'],,1 v. (unpaged) :,,,nyu,1996,['New York'],['Cobblehill Books/Dutton'],6,,,,,"['Rabbits -- Fiction.', 'Cats -- Fiction.', 'Family reunions -- Fiction.']",the family reunion,,Chicago and the cat,,/type/edition,,,,,,,[{'key': '/works/OL32951W'}]
0,[{'key': '/authors/OL381442A'}],Catherine Marshall ; adapted by C. Archer.,,"['Marshall, Catherine, 1914-']",,,[646047],/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"Having encountered many obstacles in her teaching in a small Smoky Mountain community, Christy comes to realize that her part in God's plan is to offer love and kindness whenever she can.",['[Fic]'],,,,,,,,,,['837207'],['1382743'],,['084993687X'],,,/books/OL781222M,[{'key': '/languages/eng'}],/type/datetime,2010-07-30T20:57:56.707048,5,['PZ7.A6744 Si 1995'],['95013126'],,,,/type/text,"""Word kids.""",120.0,,,,,120 p. ;,,,txu,1995,['Dallas'],['Word Pub.'],5,"['Christy fiction series ;', '2']",,,,"['Teachers -- Fiction.', 'Christian life -- Fiction.', 'Mountain life -- Fiction.']",,,Silent superstitions,,/type/edition,,,,,,,[{'key': '/works/OL2618474W'}]
0,[{'key': '/authors/OL52528A'}],by Jerry Prager.,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['811/.54'],,,,,,,,,,['4557304'],,,['0920459447'],,,/books/OL78303M,[{'key': '/languages/eng'}],/type/datetime,2010-04-01T21:17:45.278294,3,['PR9199.3.P68 P76 1998'],['99181910'],,,,,,92.0,,,['38991068'],,92 p. :,,,onc,1998,['Toronto'],['Childe Thursday'],3,,,,,,poems,,Providence and the itinerant,,/type/edition,,,,,,,[{'key': '/works/OL672515W'}]
0,[{'key': '/authors/OL226356A'}],"Katherine J. Mayberry, Robert E. Golden",,"['Golden, Robert E.']",,,[6501964],/type/datetime,2008-04-01T03:28:50.625462,,,,['808/.042'],2nd ed.,,,,,['IA109801'],,,,['4707035'],['1013043'],,['0673524590'],,,/books/OL783619M,[{'key': '/languages/eng'}],/type/datetime,2011-08-12T00:50:45.605634,9,['PE1431 .M39 1996'],['95015722'],,,,/type/text,Includes index.,208.0,forargumentssake00mayb,,['32391087'],,"xv, 208 p. :",,,nyu,1996,"['New York, NY']",['HarperCollins College Publishers'],9,,['ia:forargumentssake00mayb'],,,"['English language -- Rhetoric.', 'Persuasion (Rhetoric)', 'Report writing.', 'Logic.']",a guide to writing effective arguments,,For argument's sake,,/type/edition,,,,,,,[{'key': '/works/OL1891055W'}]
0,[{'key': '/authors/OL444807A'}],Harvey M. Teres.,,,,,[122093],/type/datetime,2008-04-01T03:28:50.625462,,,,['810.9/358'],,,,,,,,,,['1277563'],['321860'],,['0195078020'],,,/books/OL785330M,[{'key': '/languages/eng'}],/type/datetime,2010-07-30T21:02:50.292982,6,['PS228.R34 T47 1996'],['95017522'],,,,/type/text,Includes bibliographical references and index.,326.0,,,,,"viii, 326 p. ;",,,nyu,1996,['New York'],['Oxford University Press'],6,,"['marc:marc_records_scriblio_net/part25.dat:4412525:1388', 'marc:marc_loc_updates/v35.i21.records.utf8:3829574:1605']","['New York (N.Y.)', 'New York (State)', 'New York', 'New York.']","['20th century', '20th century.']","['American literature -- 20th century -- History and criticism -- Theory, etc', 'Radicalism in literature', 'Politics and literature -- New York (State) -- New York -- History -- 20th century', 'Literature and society -- New York (State) -- New York -- History -- 20th century', 'Authors, American -- Homes and haunts -- New York (State) -- New York', 'Authors, American -- 20th century -- Political and social views', 'Radicalism -- New York (State) -- New York -- History -- 20th century', 'Criticism -- New York (State) -- New York -- History -- 20th century', 'Imagination', 'New York (N.Y.) -- Intellectual life -- 20th century']","politics, imagination, and the New York intellectuals",,Renewing the left,,/type/edition,,,,,,,[{'key': '/works/OL2919839W'}]
