,authors,by_statement,contributions,contributors,copyright_date,covers,create,created.type,created.value,description,description.type,description.value,dewey_decimal_class,edition_name,first_sentence.type,first_sentence.value,full_title,genres,ia_box_id,ia_loaded_id,identifiers.goodreads,identifiers.google,identifiers.librarything,isbn_10,isbn_13,isbn_invalid,key,languages,last_modified.type,last_modified.value,latest_revision,lc_classifications,lccn,links,location,notes,notes.type,notes.value,number_of_pages,ocaid,oclc_number,oclc_numbers,other_titles,pagination,physical_dimensions,physical_format,publish_country,publish_date,publish_places,publishers,revision,series,source_records,subject_place,subject_time,subjects,subtitle,table_of_contents,title,title_prefix,translated_from,translation_of,type.key,uri_descriptions,uris,url,weight,work_title,work_titles,works
0,[{'key': '/authors/OL1387868A'}],John Jaffe.,,,,"[6652146, 1235070]",,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.6'],,,,,['Fiction.'],['IA120606'],,['1301075'],,['4651181'],['0446531545'],,,/books/OL3288951M,[{'key': '/languages/eng'}],/type/datetime,2011-08-12T16:04:18.462751,10,['PS3610.A364 S54 2004'],['2004001674'],,,,,,274.0,shenandoahsummer00jaff,,['54206770'],,274 p. ;,,,nyu,2004,['New York'],['Warner Books'],10,,"['marc:marc_records_scriblio_net/part15.dat:8952679:773', 'marc:marc_loc_updates/v38.i07.records.utf8:2700644:876', 'ia:shenandoahsummer00jaff']","['Shenandoah River Valley (Va. and W. Va.)', 'Virginia']",,"['Artist colonies -- Fiction', 'Married women -- Fiction', 'Artists -- Fiction', 'Summer -- Fiction', 'Shenandoah River Valley (Va. and W. Va.) -- Fiction', 'Virginia -- Fiction']",,,Shenandoah summer,,,,/type/edition,,,,,,,[{'key': '/works/OL5702713W'}]
0,,edited by Joël Barraquiel Tan.,"['Tan, Joel, 1970-']",,,[824917],,/type/datetime,2008-04-01T03:28:50.625462,,,,['813.008/03538/08664'],1st ed.,,,,['Fiction.'],,,['1267815'],,['1426637'],['1573441848'],,,/books/OL3289916M,[{'key': '/languages/eng'}],/type/datetime,2011-04-27T13:47:08.130642,7,['PS648.H57 B458 2004'],['2004004027'],,,,,,252.0,,,['54543868'],,"xi, 252 p. ;",,,cau,2004,['San Francisco'],['Cleis Press'],7,,"['marc:marc_records_scriblio_net/part15.dat:9989793:835', 'marc:marc_loc_updates/v37.i06.records.utf8:3453243:843']",,,"['Erotic stories, American', 'Asian American gays -- Fiction', 'American fiction -- Asian American authors', 'Gay men -- Fiction']",,,Best gay Asian erotica,,,,/type/edition,['Table of contents'],['http://www.loc.gov/catdir/toc/ecip0415/2004004027.html'],['http://www.loc.gov/catdir/toc/ecip0415/2004004027.html'],,,,
0,[{'key': '/authors/OL1388323A'}],Yosefa Raz.,,,,[2118304],,/type/datetime,2008-04-01T03:28:50.625462,,,,['811/.6'],,,,,['Poetry.'],,,['2051344'],,['4006637'],['1930454201'],,,/books/OL3290327M,[{'key': '/languages/eng'}],/type/datetime,2011-04-27T13:47:08.130642,8,['PS3618.A988 I5 2004'],['2004004971'],,,,,,,,,['54615918'],,p. cm.,,,cau,2004,"['Davis, CA']",['Swan Scythe Press'],8,,"['marc:marc_records_scriblio_net/part15.dat:10418548:695', 'marc:marc_loc_updates/v38.i06.records.utf8:6805719:695', 'marc:marc_loc_updates/v38.i30.records.utf8:4130682:793']","['Jerusalem', 'United States']",,"['Israelis -- United States -- Poetry', 'Children of gay parents -- Poetry', 'Women immigrants -- Poetry', 'Jerusalem -- Poetry']",,,In exchange for a homeland,,,,/type/edition,,,,,,,[{'key': '/works/OL5706025W'}]
0,[{'key': '/authors/OL1388376A'}],Karma Wilson ; illustrations by Raul Colon.,"['Colón, Raúl, ill.']",,,[438216],,/type/datetime,2008-04-01T03:28:50.625462,,/type/text,Rhyming text and illustrations present a recipe for how to bake a pie from all the things that make America great.,['[E]'],1st ed.,,,,['Fiction.'],,,['231044'],,['8337620'],['0689865066'],,,/books/OL3290455M,[{'key': '/languages/eng'}],/type/datetime,2011-04-27T13:47:08.130642,7,['PZ8.3.W6976 Ho 2007'],['2004005296'],,,,,,,,,['54816858'],,p. cm.,,,nyu,2007,['New York'],['Margaret K. McElderry Books'],7,,"['marc:marc_records_scriblio_net/part15.dat:10549361:817', 'marc:marc_loc_updates/v35.i13.records.utf8:4098642:927']",,,"['Patriotism -- Fiction', 'Stories in rhyme']",,,How to bake an American pie,,,,/type/edition,,,,,,,[{'key': '/works/OL5706285W'}]
0,[{'key': '/authors/OL1388453A'}],Linda L. McDunn ; illustrated by Barbara Knutson.,"['Knutson, Barbara, ill.']",,,[1543643],,/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"When people start to argue about the color of God, a beautiful rainbow reveals that God is the color of everyone and everything that He created.",['[E]'],,,,,['Fiction.'],,,['1277634'],,['3189110'],['0814629520'],,,/books/OL3290684M,[{'key': '/languages/eng'}],/type/datetime,2011-04-27T13:47:08.130642,6,['PZ7.M4784465 Co 2004'],['2004005900'],,,,,,,,,['54822391'],,1 v. (unpaged) :,,,mnu,2004,"['Collegeville, Minn']",['Liturgical Press'],6,,,,,"['God -- Fiction.', 'Color -- Fiction.']",,,The color of me,,,,/type/edition,,,,,,,[{'key': '/works/OL5706666W'}]
0,[{'key': '/authors/OL1388248A'}],by Susan Blackaby ; illustrated by Amy Bailey Muehlenhardt.,"['Muehlenhardt, Amy Bailey, 1974- ill.']",,,[1749949],,/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"Mrs. Shay brings to class seven eggs from her hen, and her students take care of them until they hatch.",['[E]'],,,,,['Fiction.'],['IA132402'],,['1421256'],,['6605272'],['1404805850'],,,/books/OL3291265M,[{'key': '/languages/eng'}],/type/datetime,2011-08-12T01:34:27.482995,7,['PZ7.B5318 Hat 2005'],['2004007390'],,,,,,32.0,hatchingchicks00blac,,,,32 p. :,,,mnu,2005,"['Minneapolis, Minn']",['Picture Window Books'],7,['Read-it! readers.'],"['marc:marc_records_scriblio_net/part15.dat:11395619:892', 'ia:hatchingchicks00blac']",,,"['Eggs -- Fiction', 'Chickens -- Fiction', 'Schools -- Fiction']",,,Hatching chicks,,,,/type/edition,,,,,,,[{'key': '/works/OL5705638W'}]
0,[{'key': '/authors/OL1388721A'}],Paul Weidner.,,,,"[2353914, 159146]",,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.6'],,,,,['Fiction.'],,,['1494602'],,['2547765'],['029920510X'],,,/books/OL3291434M,[{'key': '/languages/eng'}],/type/datetime,2011-04-27T13:47:08.130642,6,['PS3623.E426 M46 2004'],['2004007799'],,,,,,339.0,,,['54966262'],,339 p. ;,,,wiu,2004,['Madison'],['University of Wisconsin Press'],6,,,['France'],"['Louis XIV, 1643-1715']","['Louis XIV, King of France, 1638-1715 -- Fiction.', 'Illegitimate children of royalty -- Fiction.', 'Courts and courtiers -- Fiction.', 'Kings and rulers -- Fiction.', 'Dwarfs -- Fiction.', 'France -- History -- Louis XIV, 1643-1715 -- Fiction.']",,,Memoirs of a dwarf at the Sun King's court,,,,/type/edition,,,,,,,[{'key': '/works/OL5708365W'}]
0,[{'key': '/authors/OL26369A'}],by Sarah Willson ; illustrated by John Nez.,"['Nez, John A., ill.']",,,[1929179],,/type/datetime,2008-04-01T03:28:50.625462,,/type/text,A nine-year-old starts a pet-sitting business with his bossy big brother and ends up going on strike.,['[E]'],,,,,['Fiction.'],,,['1044472'],,,['1575651491'],,,/books/OL3295078M,[{'key': '/languages/eng'}],/type/datetime,2011-04-27T13:47:08.130642,5,['PZ7.W6845 Pe 2005'],['2004016962'],,,,/type/text,"Ages 6-8.
Grades 1-3.
""Economics/free enterprise.""",32.0,,,['56057965'],,32 p. :,,,nyu,2005,['New York'],['Kane Press'],5,['Social studies connects'],,,,"['Brothers -- Fiction.', 'Moneymaking projects -- Fiction.', 'Pet sitting -- Fiction.']",,,Pet peeves,,,,/type/edition,,,,,,,[{'key': '/works/OL15013228W'}]
0,[{'key': '/authors/OL27110A'}],Carol Emshwiller.,,,,[957047],,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],1st ed.,,,,['Fiction.'],['IA181701'],['carmendog00emsh_0'],['94724'],,['170707'],['1931520089'],,,/books/OL3296422M,[{'key': '/languages/eng'}],/type/datetime,2012-04-30T18:57:23.197706,7,['PS3555.M54 C3 2004'],['2004020318'],,,,,,148.0,,,['56422023'],,148 p. ;,,,mau,2004,"['Northampton, MA', 'Gardena, CA']","['Peapod Classics', 'Distributed to the trade by SCB Distributers']",7,,['ia:carmendog00emsh_0'],,,"['Human-animal relationships -- Fiction.', 'Metamorphosis -- Fiction.', 'Women singers -- Fiction.', 'Sex role -- Fiction.', 'Infants -- Fiction.', 'Dogs -- Fiction.']",,"[{'title': 'Outlandish changes', 'level': 0, 'type': {'key': '/type/toc_item'}}, {'title': 'In which Pooch becomes a vegetarian', 'level': 0, 'type': {'key': '/type/toc_item'}}, {'title': 'In the nick of time', 'level': 0, 'type': {'key': '/type/toc_item'}}, {'title': 'A new home', 'level': 0, 'type': {'key': '/type/toc_item'}}, {'title': 'Daunted', 'level': 0, 'type': {'key': '/type/toc_item'}}, {'title': 'A sorrowful leave-taking', 'level': 0, 'type': {'key': '/type/toc_item'}}, {'title': 'In which the baby learns a second word', 'level': 0, 'type': {'key': '/type/toc_item'}}, {'title': 'Escamillo!', 'level': 0, 'type': {'key': '/type/toc_item'}}, {'title': 'Shocking passions', 'level': 0, 'type': {'key': '/type/toc_item'}}, {'title': 'In which the baby saves them both', 'level': 0, 'type': {'key': '/type/toc_item'}}, {'title': 'The call of the wild', 'level': 0, 'type': {'key': '/type/toc_item'}}, {'title': 'A disturbing phone call', 'level': 0, 'type': {'key': '/type/toc_item'}}, {'title': 'Trapped', 'level': 0, 'type': {'key': '/type/toc_item'}}, {'title': 'A festive dinner party', 'level': 0, 'type': {'key': '/type/toc_item'}}, {'title': 'An aristocrat', 'level': 0, 'type': {'key': '/type/toc_item'}}, {'title': 'A daring escape', 'level': 0, 'type': {'key': '/type/toc_item'}}, {'title': 'In which the baby saves itself', 'level': 0, 'type': {'key': '/type/toc_item'}}, {'title': 'A new wardrobe', 'level': 0, 'type': {'key': '/type/toc_item'}}, {'title': 'She whom he seeks', 'level': 0, 'type': {'key': '/type/toc_item'}}, {'title': 'A catastrophe', 'level': 0, 'type': {'key': '/type/toc_item'}}, {'title': 'Rescued.', 'level': 0, 'type': {'key': '/type/toc_item'}}]",Carmen Dog,,,,/type/edition,,,,,,,[{'key': '/works/OL464305W'}]
0,[{'key': '/authors/OL1388021A'}],Marcus Sedgwick.,,,,"[244840, 244335]",,/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"On an errand for Kepler, his new master, Boy is captured and imprisoned in the palace dungeon, where he plots his escape from the evil Maxim and the lunatic King Frederick but also learns a disturbing secret about his father.",['[Fic]'],,,,,['Fiction.'],,,"['953077', '2386438']",,['185657'],"['0385746458', '0385908806']",,,/books/OL3297498M,[{'key': '/languages/eng'}],/type/datetime,2015-11-15T04:36:21.550813,6,['PZ7.S4484 Dap 2005'],['2004023050'],,,,/type/text,010 & up.,230.0,darkflightdown00sedg,,,,230 p. ;,,,nyu,2005,['New York'],['Wendy Lamb Books'],6,,['ia:darkflightdown00sedg'],,,"['Magic -- Fiction.', 'Magicians -- Fiction.', 'Identity -- Fiction.', 'Kings, queens, rulers, etc. -- Fiction.', 'Fathers -- Fiction.', 'Horror stories.']",,,The dark flight down,,,,/type/edition,,,,,,,[{'key': '/works/OL5703708W'}]
0,[{'key': '/authors/OL1388248A'}],by Susan Blackaby ; illustrated by Mernie Gallagher-Cole.,"['Gallagher-Cole, Mernie, ill.']",,,[4245103],,/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"Wes would be happy with any kind of a pet, including the one that chooses him.",['[E]'],,,,,['Fiction.'],,,['1547153'],,,['1404810609'],,,/books/OL3297595M,[{'key': '/languages/eng'}],/type/datetime,2011-04-27T13:47:08.130642,5,['PZ7.B5318 We 2005'],['2004023312'],,,,,,24.0,,,['56799502'],,24 p. :,,,mnu,2005,"['Minneapolis, Minn']",['Picture Window Books'],5,['Read-it! readers.'],,,,"['Pets -- Fiction.', 'Stories in rhyme.']",,,Wes gets a pet,,,,/type/edition,,,,,,,[{'key': '/works/OL5705686W'}]
0,[{'key': '/authors/OL242133A'}],Laurence M. Porter.,,,,[1173480],,,,,,,['809/.89287'],,,,,,,,['316973'],,,['0313318301'],,,/books/OL3298473M,[{'key': '/languages/eng'}],/type/datetime,2010-04-16T04:43:11.380004,5,['PN471 .P65 2005'],['2004025206'],,,,/type/text,Includes bibliographical references (p. 231-245) and index.,256.0,,,,,256 p. ;,,,ctu,2005,"['Westport, Conn']",['Praeger'],5,"[""Contributions in women's studies""]",,,,['European literature -- Women authors -- History and criticism.'],the empathic community,,Women's vision in Western literature,,,,/type/edition,['Table of contents'],['http://www.loc.gov/catdir/toc/ecip052/2004025206.html'],['http://www.loc.gov/catdir/toc/ecip052/2004025206.html'],,,,[{'key': '/works/OL2010274W'}]
0,[{'key': '/authors/OL1391447A'}],by Sam Brumbaugh.,,,,[938637],,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.6'],1st ed.,,,,['Fiction.'],,,['98717'],,['15684'],['1890447390'],,,/books/OL3299243M,[{'key': '/languages/eng'}],/type/datetime,2011-04-27T13:47:08.130642,6,['PS3602.R837 G66 2005'],['2004027002'],,,,,,277.0,,,['57001829'],,277 p. ;,,,nyu,2005,['New York'],['Open City Books'],6,,,['Malibu (Calif.)'],,"['Oakley, Annie, 1860-1926 -- Fiction.', 'Fugitives from justice -- Fiction.', 'Motion picture producers and directors -- Fiction.', 'Traffic accidents -- Fiction.', 'Seaside resorts -- Fiction.', 'Drug traffic -- Fiction.', 'Friendship -- Fiction.', 'Malibu (Calif.) -- Fiction.']",a novel,,"Goodbye, goodness",,,,/type/edition,,,,,,,[{'key': '/works/OL5721594W'}]
0,[{'key': '/authors/OL1391480A'}],Robert Jackson.,,,,[1526801],,/type/datetime,2008-04-01T03:28:50.625462,,,,['813.009/3275'],,,,,,,,['7193959'],,['3036809'],['0807130621'],,,/books/OL3299360M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T14:43:52.933712,6,['PS261 .J33 2005'],['2004027259'],,,,/type/text,Includes bibliographical references (p. 165-170) and index.,174.0,,,['57170256'],,"x, 174 p. :",,,lau,2005,['Baton Rouge'],['Louisiana State University Press'],6,['Southern literary studies'],,['Southern States'],,"['American fiction -- Southern States -- History and criticism.', 'Regionalism in literature.', 'Southern States -- Intellectual life.', 'Southern States -- In literature.']","modernity, dissidence, innovation",,Seeking the region in American literature and culture,,,,/type/edition,['Table of contents'],['http://www.loc.gov/catdir/toc/ecip054/2004027259.html'],['http://www.loc.gov/catdir/toc/ecip054/2004027259.html'],,,,[{'key': '/works/OL5721750W'}]
0,[{'key': '/authors/OL234454A'}],by Neal Shusterman.,,,,[361611],,/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"After learning that there are werewolves in his city, a sixteen-year-old is even more surprised to discover the identities of the hunters who drove them out decades earlier, but he soon infiltrates the Wolves gang to help destroy them for good.",['[Fic]'],1st ed.,,,,['Fiction.'],['IA178901'],['redridershood00shus'],['764346'],,['800683'],['0525475621'],,,/books/OL3300109M,[{'key': '/languages/eng'}],/type/datetime,2012-05-05T18:32:06.980549,9,['PZ7.S55987 Re 2005'],['2004028818'],,,,,,,redridershood00shus,,['58789332'],,p. cm.,,,nyu,2005,['New York'],"[""Dutton Children's Books""]",9,['Dark fusion'],"['marc:marc_loc_updates/v40.i08.records.utf8:6500358:1429', 'ia:redridershood00shus']",,,"['Werewolves -- Fiction.', 'Supernatural -- Fiction.', 'Gangs -- Fiction.', 'Grandmothers -- Fiction.', 'City and town life -- Fiction.', 'Racially mixed people -- Fiction.']",,,Red Rider's hood,,,,/type/edition,,,,,,,[{'key': '/works/OL1954387W'}]
0,[{'key': '/authors/OL23643A'}],Frank Peretti.,,,,[645510],,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],,,,,['Fiction.'],,,['1426200'],,['3346'],['084991180X'],['9780849911804'],,/books/OL3301164M,[{'key': '/languages/eng'}],/type/datetime,2012-01-09T23:00:02.362362,6,['PS3566.E691317 M66 2005'],['2004030836'],,,,,,451.0,,,,,451 p.,25 x  x  centimeters,Hardcover,tnu,2005,"['Nashville, Tenn']",['WestBow Press'],6,,['marc:marc_records_scriblio_net/part15.dat:22144722:746'],"['Northwest, Pacific']",,"['Wilderness areas -- Fiction', 'Supernatural -- Fiction', 'Monsters -- Fiction', 'Hiking -- Fiction', 'Northwest, Pacific -- Fiction']",,,Monster,,,,/type/edition,,,,,,,[{'key': '/works/OL68904W'}]
0,[{'key': '/authors/OL1392485A'}],Elisabeth Bastion.,,,,[1988258],,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.6'],1st ed.,,,,['Fiction.'],,,['2789289'],,['5031997'],['1594141924'],,,/books/OL3302851M,[{'key': '/languages/eng'}],/type/datetime,2011-04-27T13:47:08.130642,7,['PS3602.A8495 N6 2004'],['2004043305'],,,,,,243.0,,,['54685793'],,243 p. ;,,,meu,2004,"['Waterville, Me']",['Five Star'],7,,"['marc:marc_records_scriblio_net/part15.dat:23739491:839', 'marc:marc_loc_updates/v38.i34.records.utf8:9483137:839']","['London (England)', 'England']",,"['Women public relations personnel -- Fiction', 'Cookery -- Competitions -- Fiction', 'Americans -- England -- Fiction', 'Cookery -- Fiction', 'Cooks -- Fiction', 'London (England) -- Fiction']",,,No just desserts,,,,/type/edition,,,,,,,[{'key': '/works/OL5726467W'}]
0,[{'key': '/authors/OL28069A'}],written and illustrated by Nancy Elizabeth Wallace.,,,,[508461],,/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"Members of a rabbit family visit an apple orchard, where they have fun picking and learning about apples. Includes a recipe for applesauce, a song, directions for a craft activity, and sayings about apples.",['[E]'],1st Marshall Cavendish pbk. ed.,,,,['Fiction.'],,,['889803'],,['722838'],['0761451811'],,,/books/OL3303904M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T14:48:32.147684,6,['PZ7.W15875 Ap 2004'],['2004045715'],,,,,,,,,,,p. cm.,,,nyu,2004,['New York'],['Marshall Cavendish'],6,,"['marc:marc_records_scriblio_net/part15.dat:24735503:919', 'marc:marc_loc_updates/v38.i06.records.utf8:8256432:919']",,,"['Apples -- Fiction', 'Orchards -- Fiction', 'Rabbits -- Fiction']",,,"Apples, apples, apples",,,,/type/edition,,,,,,,[{'key': '/works/OL35456W'}]
0,[{'key': '/authors/OL1390887A'}],George Singleton.,,,,[803406],,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.6'],1st ed.,,,,['Fiction.'],,,['256148'],,['1430144'],['1565124049'],,,/books/OL3304141M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T14:48:32.147684,5,['PS3569.I5747 W47 2004'],['2004046262'],,,,/type/text,"""A Shannon Ravenel book.""",300.0,,,['54960074'],,300 p. ;,,,ncu,2004,"['Chapel Hill, N.C']",['Algonquin Books of Chapel Hill'],5,,,['South Carolina'],,"['Eccentrics and eccentricities -- Fiction.', 'Fathers and sons -- Fiction.', 'Boys -- Fiction.', 'South Carolina -- Fiction.']",tales of a beleaguered boyhood,,Why dogs chase cars,,,,/type/edition,,,,,,,[{'key': '/works/OL5719003W'}]
0,[{'key': '/authors/OL884554A'}],Jackie Diamond Hyman.,,,,[1988262],,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],1st ed.,,,,['Fiction.'],,,['1203407'],,,['1594141975'],,,/books/OL3304493M,[{'key': '/languages/eng'}],/type/datetime,2011-04-27T13:47:08.130642,6,['PS3554.I24 D29 2004'],['2004046972'],,,,,,243.0,,,['54822380'],,243 p. ;,,,meu,2004,"['Waterville, Me']",['Five Star'],6,,,"['Hollywood (Los Angeles, Calif.)']",,"['Motion picture actors and actresses -- Crimes against -- Fiction.', 'Motion picture industry -- Fiction.', 'Women journalists -- Fiction.', 'Hollywood (Los Angeles, Calif.) -- Fiction.']",,,Danger music,,,,/type/edition,,,,,,,[{'key': '/works/OL4444310W'}]
0,[{'key': '/authors/OL216533A'}],Jane Cutler ; pictures by Lynne Barasch.,"['Barasch, Lynne, ill.']",,,[1188569],,/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"When a group of their neighbors plans to oust Mrs. Krnc because she feeds the pigeons that cause a mess, Rachel and her Great Uncle Benson work to encourage better communication and search for an alternate solution.",['[Fic]'],1st ed.,,,,['Fiction.'],,,['1467408'],,['5393390'],['0374322627'],,,/books/OL3304596M,[{'key': '/languages/eng'}],/type/datetime,2011-04-27T13:47:08.130642,6,['PZ7.C985 Co 2005'],['2004047189'],,,,,,135.0,,,['55055366'],,135 p. :,,,nyu,2005,['New York'],"['Farrar, Straus and Giroux']",6,,,,,"['Interpersonal relations -- Fiction.', 'Neighbors -- Fiction.', 'Communication -- Fiction.', 'Great-uncles -- Fiction.', 'Pigeons -- Fiction.', 'Birds -- Fiction.']",,,Commonsense and fowls,,,,/type/edition,,,,,,,[{'key': '/works/OL1805052W'}]
0,[{'key': '/authors/OL1387979A'}],by John Becker ; illustrated by Mark Clapsadle.,"['Clapsadle, Mark, 1949- ill.']",,,[1456466],,/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"When lions like those who killed his brothers drive Mugambi, his mother, and two sisters from their den on the plains of Africa, the six-week-old cub proves his courage on their perilous journey toward safety.",['[E]'],,,,,"['Juvenile fiction.', 'Fiction.']",,,['2380224'],,['7704310'],['0769631673'],,,/books/OL3304710M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T14:49:46.348880,6,['PZ10.3.B3875 Mu 2005'],['2004047397'],,,,,,,,,,,1 v. (unpaged) :,,,ohu,2005,"['Columbus, Ohio']",['Gingham Dog Press'],6,,,"['Serengeti Plain (Tanzania)', 'Tanzania']",,"['Cheetah -- Juvenile fiction.', 'Cheetah -- Fiction.', 'Animals -- Infancy -- Fiction.', 'Serengeti Plain (Tanzania) -- Fiction.', 'Tanzania -- Fiction.']",,,Mugambi's journey,,,,/type/edition,['Publisher description'],['http://www.loc.gov/catdir/description/mh051/2004047397.html'],['http://www.loc.gov/catdir/description/mh051/2004047397.html'],,,,[{'key': '/works/OL5703500W'}]
0,[{'key': '/authors/OL1387420A'}],Colin Cotterill.,,,,[814249],,/type/datetime,2008-04-01T03:28:50.625462,,,,['823/.92'],,,,,['Fiction.'],,,['532720'],,['83869'],['1569473765'],,,/books/OL3305111M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T14:51:42.931650,5,['PR6053.O778 C67 2004'],['2004048191'],,,,,,257.0,,,,,257 p. ;,,,nyu,2004,['New York'],['Soho Press'],5,,,['Laos'],,"['Older people -- Fiction.', 'Physicians -- Fiction.', 'Coroners -- Fiction.', 'Laos -- Fiction.']",,,coroner's lunch,The ,,,/type/edition,,,,,,,[{'key': '/works/OL5701136W'}]
0,[{'key': '/authors/OL1393432A'}],"Janelle Denison, Nina Bangs, MaryJanice Davidson.","['Bangs, Nina.', 'Davidson, MaryJanice.']",,,[272952],,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.08508'],1st ed.,,,,['Fiction.'],,,['1069221'],,['368823'],['0425198952'],,,/books/OL3306554M,[{'key': '/languages/eng'}],/type/datetime,2011-04-27T13:47:08.130642,7,['PS648.L6 D46 2004'],['2004051188'],,,,,,263.0,,,['56068860'],,263 p. ;,,,nyu,2004,['New York'],['Berkley Sensation'],7,,"['marc:marc_records_scriblio_net/part15.dat:27234903:799', 'marc:marc_loc_updates/v35.i20.records.utf8:16513191:1020']",,,"['Love stories, American', 'Blue collar workers -- Fiction']",,"[{'title': 'Slow hands / Janelle Denison', 'type': {'key': '/type/toc_item'}}, {'title': 'Color me wicked / Nina Bangs', 'type': {'key': '/type/toc_item'}}, {'title': 'The fixer-upper / MaryJanice Davidson.', 'type': {'key': '/type/toc_item'}}]",Men at work,,,,/type/edition,,,,,,,[{'key': '/works/OL5731271W'}]
0,[{'key': '/authors/OL41132A'}],Diana Diamond.,,,,[1472167],,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.6'],,,,,['Fiction.'],,,['4832907'],,,['0786267704'],,,/books/OL3306763M,[{'key': '/languages/eng'}],/type/datetime,2011-04-27T13:47:08.130642,5,['PS3554.I233 F57 2004b'],['2004051622'],,,,/type/text,"""Thorndike Press large print basic""--T.p. verso",560.0,,,['55645088'],,560 p. (large print) ;,,,meu,2004,"['Waterville, Me']",['Thorndike Press'],5,,,,,"[""Murder victims' families -- Fiction."", 'Remarried people -- Fiction.', 'Divorced women -- Fiction.', 'Rich people -- Fiction.', 'Widowers -- Fiction.', 'Large type books.']",,,The first wife,,,,/type/edition,,,,,,,[{'key': '/works/OL556637W'}]
0,,edited by June Crebbin ; illustrated by Inga Moore.,"['Crebbin, June.', 'Moore, Inga, ill.']",,,[516486],,/type/datetime,2008-04-01T03:28:50.625462,,,,['[Fic]'],1st U.S. ed.,,,,"['Juvenile fiction.', 'Fiction.']",,,['1163609'],,['376870'],['0763626570'],,,/books/OL3306886M,[{'key': '/languages/eng'}],/type/datetime,2011-04-27T13:47:08.130642,5,['PZ5 .H765 2005'],['2004051897'],,,,,,,,,['55738102'],,p. cm.,,,mau,2005,"['Cambridge, MA']",['Candlewick Press'],5,,,,,"['Horses -- Juvenile fiction.', ""Children's stories, American."", ""Children's stories, English."", 'Horses -- Fiction.', 'Short stories.']",,"[{'title': 'The orange pony / Wendy Douthwaite', 'level': 0, 'type': {'key': '/type/toc_item'}}, {'title': 'The snow pony / Alison Lester', 'level': 0, 'type': {'key': '/type/toc_item'}}, {'title': ""Bucephalus: a king's horse / Alice Gall & Fleming H. Crew"", 'level': 0, 'type': {'key': '/type/toc_item'}}, {'title': 'The mud pony / retold by Caron Lee Cohen', 'level': 0, 'type': {'key': '/type/toc_item'}}, {'title': 'The gift horse / June Crebbin', 'level': 0, 'type': {'key': '/type/toc_item'}}, {'title': 'The Christmas pony / Lincoln Steffens', 'level': 0, 'type': {'key': '/type/toc_item'}}, {'title': 'War horse / Michael Morpurgo', 'level': 0, 'type': {'key': '/type/toc_item'}}, {'title': 'Black Beauty / Anna Sewell', 'level': 0, 'type': {'key': '/type/toc_item'}}, {'title': 'I rode a horse of milk white jade / Diane Lee Wilson', 'level': 0, 'type': {'key': '/type/toc_item'}}, {'title': 'Misty of Chincoteague / Marguerite Henry', 'level': 0, 'type': {'key': '/type/toc_item'}}, {'title': 'Pony in the dark / K.M. Peyton', 'level': 0, 'type': {'key': '/type/toc_item'}}, {'title': 'Unicorn / Peter Dickinson', 'level': 0, 'type': {'key': '/type/toc_item'}}, {'title': 'Chestnut gray / retold by Helen Cooper', 'level': 0, 'type': {'key': '/type/toc_item'}}, {'title': 'The gray palfrey / retold by Barbara Leonie Pickard.', 'level': 0, 'type': {'key': '/type/toc_item'}}]",Horse tales,,,,/type/edition,,,,,,,
